	RyersonU	sageryerson	TetraRyerson	mathryerson	
drmajid	0.0	0.0	0.0	0.010777172045613662	
drop	0.012995970068770655	0.0	0.0	0.005388586022806831	
drops	0.001856567152681522	0.0	0.0	0.0	
drpeter	0.0	0.0	0.0	0.010777172045613662	
drtonybates	0.001856567152681522	0.0	0.0	0.0	
drug	0.0	0.0	0.0	0.010777172045613662	
dsaundersuniv	0.0	0.0	0.0	0.010777172045613662	
dsryersons	0.001856567152681522	0.0	0.0	0.0	
dubois	0.003713134305363044	0.0	0.0	0.0	
dudekwestern	0.0	0.0	0.0	0.010777172045613662	
duguid	0.001856567152681522	0.0	0.0	0.0	
dundas	0.001856567152681522	0.0	0.0	0.0	
dvp	0.020422238679496746	0.0	0.0	0.0	
dworkin	0.001856567152681522	0.0	0.0	0.0	
dye	0.001856567152681522	0.0	0.0	0.0	
dyed	0.001856567152681522	0.0	0.0	0.0	
dyes	0.001856567152681522	0.0	0.0	0.0	
dynamical	0.0	0.0	0.0	0.010777172045613662	
dynamics	0.0	0.0	0.0	0.04310868818245465	
dzung	0.0	0.0	0.0	0.010777172045613662	
ear	0.001856567152681522	0.0	0.0	0.0	
earlier	0.0055697014580445665	0.0	0.0	0.0	
early	0.009282835763407611	0.0	0.0	0.0	
earlyyearserica	0.001856567152681522	0.0	0.0	0.0	
earn	0.001856567152681522	0.0	0.0	0.0	
earns	0.001856567152681522	0.0	0.0	0.0	
earth	9.28283576340761E-4	0.0	0.0	0.005388586022806831	
ease	0.011139402916089133	0.0	0.0	0.0	
easier	0.0	0.0	0.0	0.010777172045613662	
east	0.001856567152681522	0.0	0.0	0.0	
easter	0.001856567152681522	0.0	0.0	0.0	
easy	0.003713134305363044	0.0	0.0	0.0	
eat	0.009282835763407611	0.0	0.0	0.0	
eateries	0.001856567152681522	0.0	0.0	0.0	
eaton	0.001856567152681522	0.0	0.0	0.0	
eats	0.0055697014580445665	0.0	0.0	0.0	
eberl	0.0	0.0	0.0	0.010777172045613662	
ebola	0.001856567152681522	0.0	0.0	0.0	
ebrahim	0.001856567152681522	0.0	0.0	0.0	
ecamion	0.001856567152681522	0.0	0.0	0.0	
ecofcanada	0.001856567152681522	0.0	0.0	0.0	
ecommerce	0.001856567152681522	0.0	0.0	0.0	
economic	0.001856567152681522	0.0	0.0	0.0	
economics	0.001856567152681522	0.0	0.0	0.005388586022806831	
economy	0.007426268610726088	0.0	0.0	0.0	
ecosystem	0.007426268610726088	0.0	0.0	0.0	
edaw	0.007426268610726088	0.0	0.0	0.0	
edges	0.0	0.0	0.0	0.010777172045613662	
edgesabstract	0.0	0.0	0.0	0.010777172045613662	
edi	0.014852537221452177	0.0	0.0	0.0	
edition	0.009282835763407611	0.0	0.0	0.0	
eds	0.001856567152681522	0.0	0.0	0.0	
educanadauk	0.001856567152681522	0.0	0.0	0.0	
education	0.012067686492429895	0.0	0.0	0.005388586022806831	
educational	0.001856567152681522	0.0	0.0	0.0	
educators	0.001856567152681522	0.0	0.0	0.0	
edulimaphoto	0.001856567152681522	0.0	0.0	0.0	
edward	0.001856567152681522	0.0	0.0	0.0	
effective	0.003713134305363044	0.0	0.0	0.0	
effects	0.0	0.0	0.0	0.010777172045613662	
efficient	0.001856567152681522	0.0	0.0	0.0	
effort	0.001856567152681522	0.0	0.0	0.0	
eggy	0.0055697014580445665	0.0	0.0	0.0	
eggythemascot	0.001856567152681522	0.0	0.0	0.0	
egoyan	0.001856567152681522	0.0	0.0	0.0	
eidaladha	0.001856567152681522	0.0	0.0	0.0	
eidmubarak	0.001856567152681522	0.0	0.0	0.0	
eigenvalues	0.0	0.0	0.0	0.010777172045613662	
eing	0.001856567152681522	0.0	0.0	0.0	
ekuzheleva	0.003713134305363044	0.0	0.0	0.0	
elder	0.001856567152681522	0.0	0.0	0.0	
election	0.04084447735899349	0.0	0.0	0.0	
elections	0.027848507290222833	0.0	0.0	0.0	
electionsfeb	0.0055697014580445665	0.0	0.0	0.0	
electric	0.003713134305363044	0.0	0.0	0.0	
eligibility	0.018565671526815222	0.0	0.0	0.0	
elizabeth	0.0055697014580445665	0.0	0.0	0.0	
elizachandler	0.001856567152681522	0.0	0.0	0.0	
ellen	0.003713134305363044	0.0	0.0	0.0	
ellhah	0.001856567152681522	0.0	0.0	0.0	
elmer	0.0055697014580445665	0.0	0.0	0.0	
elxn	0.014852537221452177	0.0	0.0	0.0	
email	0.011139402916089133	0.0	0.0	0.005388586022806831	
embarks	0.001856567152681522	0.0	0.0	0.0	
embody	0.001856567152681522	0.0	0.0	0.0	
embrace	0.003713134305363044	0.0	0.0	0.0	
embraces	0.003713134305363044	0.0	0.0	0.0	
embry	0.0167091043741337	0.0	0.0	0.0	
emergency	0.007426268610726088	0.0	0.0	0.0	
emerging	0.001856567152681522	0.0	0.0	0.0	
emily	0.001856567152681522	0.0	0.0	0.0	
emma	0.001856567152681522	0.0	0.0	0.0	
emotion	0.001856567152681522	0.0	0.0	0.0	
empire	0.001856567152681522	0.0	0.0	0.0	
empires	0.001856567152681522	0.0	0.0	0.0	
employee	0.022278805832178266	0.0	0.0	0.0	
employees	0.0167091043741337	0.0	0.0	0.0	
employers	0.007426268610726088	0.0	0.0	0.0	
ems	0.001856567152681522	0.0	0.0	0.0	
en	0.0	0.0	0.0	0.010777172045613662	
enactus	0.003713134305363044	0.0	0.0	0.0	
enactuscanada	0.001856567152681522	0.0	0.0	0.0	
enactusryerson	0.001856567152681522	0.0	0.0	0.0	
encoding	0.0	0.0	0.0	0.010777172045613662	
encountered	0.001856567152681522	0.0	0.0	0.0	
encourgae	0.001856567152681522	0.0	0.0	0.0	
encryption	0.001856567152681522	0.0	0.0	0.0	
endorsement	0.003713134305363044	0.0	0.0	0.0	
ends	0.0055697014580445665	0.0	0.0	0.0	
enduring	0.001856567152681522	0.0	0.0	0.0	
endvaw	0.003713134305363044	0.0	0.0	0.0	
energy	0.014852537221452177	0.0	0.0	0.0	
eng	0.0064979850343853274	0.0	0.0	0.2263206129578869	
engage	0.001856567152681522	0.0	0.0	0.0	
engagement	0.001856567152681522	0.0	0.0	0.0	
engat	0.0	0.0	0.0	0.010777172045613662	
engelbrecht	0.003713134305363044	0.0	0.0	0.0	
engineer	0.001856567152681522	0.0	0.0	0.0	
engineering	0.02599194013754131	0.0	0.0	0.0	
engineers	0.0055697014580445665	0.0	0.0	0.0	
enhance	0.003713134305363044	0.0	0.0	0.0	
enhancement	0.001856567152681522	0.0	0.0	0.005388586022806831	
enjoy	0.037131343053630445	0.0	0.0	0.0	
enjoying	0.007426268610726088	0.0	0.0	0.0	
eno	0.003713134305363044	0.0	0.0	0.0	
enrolling	0.0055697014580445665	0.0	0.0	0.0	
enrollment	0.012995970068770655	0.0	0.0	0.0	
ensure	0.009282835763407611	0.0	0.0	0.0	
enter	0.037131343053630445	0.0	0.0	0.0	
entering	0.0	0.0	0.0	0.010777172045613662	
enterprise	0.007426268610726088	0.0	0.0	0.0	
entertainment	0.0055697014580445665	0.0	0.0	0.0	
entire	0.001856567152681522	0.0	0.0	0.0	
entrepreneur	0.009282835763407611	0.0	0.0	0.0	
entrepreneurial	0.003713134305363044	0.0	0.0	0.0	
entrepreneurs	0.011139402916089133	0.0	0.0	0.0	
entrepreneurship	0.04827074596971958	0.0	0.0	0.0	
environment	0.014852537221452177	0.0	0.0	0.0	
environments	0.003713134305363044	0.0	0.0	0.0	
eph	0.0027848507290222833	0.0	0.0	0.005388586022806831	
epidem	0.0	0.0	0.0	0.010777172045613662	
epidemic	0.0	0.0	0.0	0.010777172045613662	
epilepsy	0.001856567152681522	0.0	0.0	0.0	
epple	0.0	0.0	0.0	0.010777172045613662	
equation	0.0	0.0	0.0	0.010777172045613662	
equations	0.0	0.0	0.0	0.010777172045613662	
equity	0.03156164159558588	0.0	0.0	0.0	
erase	0.003713134305363044	0.0	0.0	0.0	
erdos	0.0	0.0	0.0	0.010777172045613662	
eric	9.28283576340761E-4	0.0	0.0	0.005388586022806831	
erik	0.003713134305363044	0.0	0.0	0.0	
erika	0.001856567152681522	0.0	0.0	0.0	
erin	0.001856567152681522	0.0	0.0	0.0	
erinlmaloney	0.001856567152681522	0.0	0.0	0.0	
ernstings	0.001856567152681522	0.0	0.0	0.0	
erupted	0.001856567152681522	0.0	0.0	0.0	
escalating	0.0055697014580445665	0.0	0.0	0.0	
escape	0.001856567152681522	0.0	0.0	0.0	
esch	0.001856567152681522	0.0	0.0	0.0	
essay	0.003713134305363044	0.0	0.0	0.0	
estimation	0.0	0.0	0.0	0.010777172045613662	
ethical	0.0055697014580445665	0.0	0.0	0.0	
ethics	0.001856567152681522	0.0	0.0	0.0	
eu	0.003713134305363044	0.0	0.0	0.0	
euler	0.0	0.0	0.0	0.010777172045613662	
europe	0.003713134305363044	0.0	0.0	0.0	
european	0.003713134305363044	0.0	0.0	0.0	
evans	0.003713134305363044	0.0	0.0	0.0	
evdaytoronto	0.003713134305363044	0.0	0.0	0.0	
evening	0.007426268610726088	0.0	0.0	0.0	
evenings	0.001856567152681522	0.0	0.0	0.0	
event	0.03527477590094892	0.0	0.0	0.0	
events	0.012067686492429895	0.0	0.0	0.021554344091227324	
everestherk	0.001856567152681522	0.0	0.0	0.0	
evolutionary	0.0	0.0	0.0	0.010777172045613662	
evolve	0.0055697014580445665	0.0	0.0	0.0	
evolving	0.007426268610726088	0.0	0.0	0.0	
exam	0.03527477590094892	0.0	0.0	0.0	
examinations	0.001856567152681522	0.0	0.0	0.0	
examines	0.001856567152681522	0.0	0.0	0.0	
exams	0.02599194013754131	0.0	0.0	0.0	
excel	0.001856567152681522	0.0	0.0	0.0	
excellence	0.014852537221452177	0.0	0.0	0.0	
exceptional	0.02599194013754131	0.0	0.0	0.0	
exchange	0.0046414178817038056	0.0	0.0	0.005388586022806831	
exchangecbc	0.001856567152681522	0.0	0.0	0.0	
excited	0.012995970068770655	0.0	0.0	0.0	
exciting	0.007426268610726088	0.0	0.0	0.0	
excuse	0.001856567152681522	0.0	0.0	0.0	
excuses	0.001856567152681522	0.0	0.0	0.0	
exec	0.001856567152681522	0.0	0.15189131424222743	0.0	
executive	0.011139402916089133	0.0	0.0	0.0	
exercise	0.0055697014580445665	0.0	0.0	0.0	
exhibit	0.027848507290222833	0.0	0.0	0.0	
exhibition	0.003713134305363044	0.0	0.0	0.0	
exhibitions	0.011139402916089133	0.0	0.0	0.0	
exl	0.001856567152681522	0.0	0.0	0.0	
exln	0.009282835763407611	0.0	0.0	0.0	
expands	0.0055697014580445665	0.0	0.0	0.0	
expect	0.007426268610726088	0.0	0.0	0.0	
expectations	0.001856567152681522	0.0	0.0	0.0	
expecting	0.001856567152681522	0.0	0.0	0.0	
experience	0.018565671526815222	0.0	0.0	0.010777172045613662	
experiences	0.009282835763407611	0.0	0.0	0.0	
experiencesadvice	0.003713134305363044	0.0	0.0	0.0	
experiencing	0.003713134305363044	0.0	0.0	0.0	
experiential	0.007426268610726088	0.0	0.0	0.0	
experientiallearning	0.003713134305363044	0.0	0.0	0.0	
experiments	0.0055697014580445665	0.0	0.0	0.0	
expert	0.0167091043741337	0.0	0.0	0.0	
experts	0.012995970068770655	0.0	0.0	0.0	
expires	0.001856567152681522	0.0	0.0	0.0	
explains	0.003713134305363044	0.0	0.0	0.0	
explore	0.029705074442904354	0.0	0.0	0.0	
explores	0.001856567152681522	0.0	0.0	0.0	
exploring	0.011139402916089133	0.0	0.0	0.0	
explosives	0.001856567152681522	0.0	0.0	0.0	
express	0.001856567152681522	0.0	0.0	0.0	
expression	0.001856567152681522	0.0	0.0	0.005388586022806831	
extendibility	0.0	0.0	0.0	0.010777172045613662	
extensive	0.001856567152681522	0.0	0.0	0.0	
extinguisher	0.0	0.0	0.0	0.010777172045613662	
extra	0.001856567152681522	0.0	0.0	0.0	
extraordinary	0.003713134305363044	0.0	0.0	0.0	
extremal	0.0	0.0	0.0	0.010777172045613662	
eyecatching	0.001856567152681522	0.0	0.0	0.0	
face	0.007426268610726088	0.0	0.0	0.0	
facebook	0.003713134305363044	0.0	0.0	0.0	
faced	0.003713134305363044	0.0	0.0	0.0	
faces	0.0055697014580445665	0.0	0.0	0.0	
facilities	0.003713134305363044	0.0	0.0	0.0	
facility	0.001856567152681522	0.0	0.0	0.0	
fact	0.007426268610726088	0.0	0.0	0.0	
factor	0.001856567152681522	0.0	0.0	0.0	
faculties	0.003713134305363044	0.0	0.0	0.0	
faculty	0.032489925171926635	0.0	0.0	0.05927444625087514	
fail	0.003713134305363044	0.0	0.0	0.0	
fair	0.009282835763407611	0.0	0.0	0.010777172045613662	
fairness	0.001856567152681522	0.0	0.0	0.0	
fairy	0.001856567152681522	0.0	0.0	0.0	
fall	0.03527477590094892	0.0	0.0	0.010777172045613662	
fallen	0.001856567152681522	0.0	0.0	0.0	
falling	0.001856567152681522	0.0	0.0	0.0	
falls	0.003713134305363044	0.0	0.0	0.0	
famer	0.0055697014580445665	0.0	0.0	0.0	
familiar	0.001856567152681522	0.0	0.0	0.0	
families	9.28283576340761E-4	0.0	0.0	0.005388586022806831	
family	0.0334182087482674	0.0	0.0	0.0	
familyday	0.001856567152681522	0.0	0.0	0.0	
famous	0.0	0.0	0.0	0.010777172045613662	
fan	0.003713134305363044	0.0	0.0	0.0	
fanappreciationnight	0.001856567152681522	0.0	0.0	0.0	
fans	0.007426268610726088	0.0	0.0	0.0	
fantastic	0.003713134305363044	0.0	0.0	0.0	
faqs	0.001856567152681522	0.0	0.0	0.0	
fare	0.003713134305363044	0.0	0.0	0.0	
farm	0.003713134305363044	0.0	0.0	0.0	
farmers	0.0334182087482674	0.0	0.0	0.0	
farmersmktsont	0.0055697014580445665	0.0	0.0	0.0	
farrah	0.001856567152681522	0.0	0.0	0.0	
farrahkhan	0.001856567152681522	0.0	0.0	0.0	
farreaching	0.001856567152681522	0.0	0.0	0.0	
fashion	0.05941014888580871	0.0	0.0	0.0	
fashions	0.007426268610726088	0.0	0.0	0.0	
fashionspot	0.003713134305363044	0.0	0.0	0.0	
fastfashion	0.0055697014580445665	0.0	0.0	0.0	
fatal	0.001856567152681522	0.0	0.0	0.0	
favourite	0.011139402916089133	0.0	0.0	0.0	
favourited	0.001856567152681522	0.0	0.0	0.0	
favourites	0.001856567152681522	0.0	0.0	0.0	
feasibility	0.001856567152681522	0.0	0.0	0.0	
feature	0.003713134305363044	0.0	0.0	0.0	
featured	0.0055697014580445665	0.0	0.0	0.0	
features	0.003713134305363044	0.0	0.0	0.0	
featuring	0.003713134305363044	0.0	0.0	0.0	
feb	0.04270104451167501	0.0	0.0	0.04310868818245465	
february	0.009282835763407611	0.0	0.0	0.005388586022806831	
federal	0.0167091043741337	0.0	0.0	0.0	
feedback	0.003713134305363044	0.0	0.0	0.0	
feel	0.007426268610726088	0.0	0.0	0.0	
feeling	0.009282835763407611	0.0	0.0	0.0	
fellow	0.0055697014580445665	0.0	0.0	0.0	
fellowships	0.003713134305363044	0.0	0.0	0.005388586022806831	
fellowshipswebinar	0.0	0.0	0.0	0.010777172045613662	
female	0.012067686492429895	0.0	0.0	0.005388586022806831	
ferguson	0.0055697014580445665	0.0	0.0	0.0	
ferrando	0.0	0.0	0.0	0.010777172045613662	
festival	0.011139402916089133	0.0	0.0	0.0	
ffekri	0.001856567152681522	0.0	0.0	0.0	
fibonacci	0.0	0.0	0.0	0.010777172045613662	
field	0.001856567152681522	0.0	0.0	0.0	
fields	9.28283576340761E-4	0.0	0.0	0.005388586022806831	
fighter	0.003713134305363044	0.0	0.0	0.0	
fighting	0.003713134305363044	0.0	0.0	0.0	
filaments	0.0	0.0	0.0	0.010777172045613662	
fill	0.007426268610726088	0.0	0.0	0.0	
film	0.003713134305363044	0.0	0.0	0.0	
filming	0.001856567152681522	0.0	0.0	0.0	
filmmaker	0.007426268610726088	0.0	0.0	0.0	
filmmakers	0.0167091043741337	0.0	0.0	0.0	
films	0.009282835763407611	0.0	0.0	0.0	
filtering	0.0	0.0	0.0	0.010777172045613662	
filthy	0.009282835763407611	0.0	0.0	0.0	
final	0.0167091043741337	0.0	0.0	0.0	
finalists	0.001856567152681522	0.0	0.0	0.0	
finally	0.003713134305363044	0.0	0.0	0.0	
finals	0.007426268610726088	0.0	0.0	0.0	
finance	0.012995970068770655	0.0	0.0	0.0	
financial	0.014852537221452177	0.0	0.0	0.021554344091227324	
financialpost	0.003713134305363044	0.0	0.0	0.0	
finbowst	0.0	0.0	0.0	0.010777172045613662	
find	0.05755358173312719	0.0	0.0	0.0	
finding	0.0055697014580445665	0.0	0.0	0.0	
findings	0.001856567152681522	0.0	0.0	0.0	
finds	0.003713134305363044	0.0	0.0	0.0	
fingers	0.001856567152681522	0.0	0.0	0.0	
finish	0.001856567152681522	0.0	0.0	0.0	
finmath	0.0	0.0	0.0	0.010777172045613662	
fintech	0.003713134305363044	0.0	0.0	0.0	
fionn	0.0	0.0	0.0	0.010777172045613662	
fire	0.012995970068770655	0.0	0.0	0.005388586022806831	
fireside	0.001856567152681522	0.0	0.0	0.0	
firstrobotocs	0.001856567152681522	0.0	0.0	0.0	
firstyear	0.001856567152681522	0.0	0.0	0.0	
fitting	0.001856567152681522	0.0	0.0	0.0	
fixitryersonca	0.0055697014580445665	0.0	0.0	0.0	
fizzachaudhry	0.001856567152681522	0.0	0.0	0.0	
flagged	0.001856567152681522	0.0	0.0	0.0	
flagging	0.001856567152681522	0.0	0.0	0.0	
flanders	0.001856567152681522	0.0	0.0	0.0	
flarefashion	0.009282835763407611	0.0	0.0	0.0	
flood	0.001856567152681522	0.0	0.0	0.0	
flooding	0.001856567152681522	0.0	0.0	0.0	
floor	0.007426268610726088	0.0	0.0	0.016165758068420494	
floors	0.001856567152681522	0.0	0.0	0.0	
flows	0.0	0.0	0.0	0.021554344091227324	
flu	0.007426268610726088	0.0	0.0	0.0	
fluids	0.0	0.0	0.0	0.12932606454736395	
fluidsthurs	0.0	0.0	0.0	0.04310868818245465	
fluidsthursfeb	0.0	0.0	0.0	0.010777172045613662	
fmanjoo	0.003713134305363044	0.0	0.0	0.0	
fnr	0.001856567152681522	0.0	0.0	0.0	
focus	0.0027848507290222833	0.0	0.0	0.005388586022806831	
focuses	0.001856567152681522	0.0	0.0	0.0	
follow	0.027848507290222833	0.0	0.0	0.005388586022806831	
fond	0.0055697014580445665	0.0	0.0	0.0	
food	0.027848507290222833	0.0	0.0	0.0	
foodinsecurity	0.003713134305363044	0.0	0.0	0.0	
foothold	0.001856567152681522	0.0	0.0	0.0	
forbiddenroom	0.001856567152681522	0.0	0.0	0.0	
force	0.001856567152681522	0.0	0.0	0.0	
forced	0.003713134305363044	0.0	0.0	0.0	
forest	0.001856567152681522	0.0	0.0	0.0	
forgacs	0.001856567152681522	0.0	0.0	0.0	
forget	0.022278805832178266	0.0	0.0	0.0	
formula	0.001856567152681522	0.0	0.0	0.0	
forthcoming	0.001856567152681522	0.0	0.0	0.0	
fortyork	0.0055697014580445665	0.0	0.0	0.0	
forum	0.009282835763407611	0.0	0.0	0.0	
forward	0.009282835763407611	0.0	0.0	0.0	
fos	0.0	0.0	0.0	0.0862173763649093	
foster	0.007426268610726088	0.0	0.0	0.0	
foundation	0.001856567152681522	0.0	0.0	0.0	
founder	0.0	0.0	0.0	0.010777172045613662	
fourwheel	0.001856567152681522	0.0	0.0	0.0	
fragrance	0.001856567152681522	0.0	0.0	0.0	
france	0.003713134305363044	0.0	0.0	0.0	
francis	0.0	0.0	0.0	0.010777172045613662	
frank	0.011139402916089133	0.0	0.0	0.0	
fraser	0.0	0.0	0.0	0.010777172045613662	
free	0.05198388027508262	0.0	0.0	0.005388586022806831	
freedom	0.009282835763407611	0.0	0.0	0.0	
freemythbustersto	0.003713134305363044	0.0	0.0	0.0	
french	0.001856567152681522	0.0	0.0	0.0	
frequency	0.0	0.0	0.0	0.010777172045613662	
frequent	0.001856567152681522	0.0	0.0	0.0	
fresh	0.02413537298485979	0.0	0.0	0.0	
freshman	0.003713134305363044	0.0	0.0	0.0	
fri	0.012995970068770655	0.0	0.0	0.0	
friday	0.02599194013754131	0.0	0.0	0.0	
friendinabox	0.001856567152681522	0.0	0.0	0.0	
friendly	0.0167091043741337	0.0	0.0	0.0	
friends	0.03156164159558588	0.0	0.0	0.0	
friendships	0.003713134305363044	0.0	0.0	0.0	
friezecarnegie	0.0	0.0	0.0	0.010777172045613662	
fromacpho	0.0055697014580445665	0.0	0.0	0.0	
front	0.001856567152681522	0.0	0.0	0.0	
frozen	0.0	0.0	0.0	0.010777172045613662	
frugal	0.001856567152681522	0.0	0.0	0.0	
fruit	0.001856567152681522	0.0	0.0	0.0	
fuegomaml	0.001856567152681522	0.0	0.0	0.0	
fukakusa	0.001856567152681522	0.0	0.0	0.0	
fukushimadaiichi	0.0	0.0	0.0	0.010777172045613662	
fulbright	0.0	0.0	0.0	0.010777172045613662	
fulfillmentcreating	0.001856567152681522	0.0	0.0	0.0	
full	0.022278805832178266	0.0	0.0	0.0	
fullday	0.001856567152681522	0.0	0.0	0.0	
fulltime	0.001856567152681522	0.0	0.0	0.0	
fumia	0.003713134305363044	0.0	0.0	0.0	
fun	0.020422238679496746	0.0	0.0	0.0	
fund	0.0046414178817038056	0.0	0.0	0.010777172045613662	
funded	0.0	0.0	0.0	0.010777172045613662	
funding	9.28283576340761E-4	0.0	0.0	0.005388586022806831	
fundraising	0.009282835763407611	0.0	0.0	0.0	
funds	0.0055697014580445665	0.0	0.0	0.0	
furry	0.001856567152681522	0.0	0.0	0.0	
future	0.03527477590094892	0.0	0.0	0.0	
futureaces	0.001856567152681522	0.0	0.0	0.0	
futurefurther	0.007426268610726088	0.0	0.0	0.0	
futureon	0.0	0.0	0.0	0.010777172045613662	
fyi	0.003713134305363044	0.0	0.0	0.0	
ga	0.003713134305363044	0.0	0.0	0.0	
gabor	0.001856567152681522	0.0	0.0	0.0	
gaels	0.001856567152681522	0.0	0.0	0.0	
gaidhu	0.003713134305363044	0.0	0.0	0.0	
gail	0.0	0.0	0.0	0.010777172045613662	
gain	0.007426268610726088	0.0	0.0	0.0	
gala	0.001856567152681522	0.0	0.0	0.0	
galaxy	0.001856567152681522	0.0	0.0	0.0	
gallery	0.0167091043741337	0.0	0.0	0.0	
game	0.013924253645111417	0.0	0.0	0.005388586022806831	
games	0.007426268610726088	0.0	0.0	0.005388586022806831	
gaming	0.001856567152681522	0.0	0.0	0.0	
gap	0.007426268610726088	0.0	0.0	0.0	
garage	0.003713134305363044	0.0	0.0	0.0	
garden	0.003713134305363044	0.0	0.0	0.0	
gardens	0.007426268610726088	0.0	0.0	0.0	
gaspersuniv	0.0	0.0	0.0	0.010777172045613662	
gay	0.003713134305363044	0.0	0.0	0.0	
gc	0.001856567152681522	0.0	0.0	0.0	
gdxryerson	0.0055697014580445665	0.0	0.0	0.0	
gdxryersons	0.0055697014580445665	0.0	0.0	0.0	
gearing	0.001856567152681522	0.0	0.0	0.0	
gears	0.0	0.0	0.0	0.010777172045613662	
gee	0.001856567152681522	0.0	0.0	0.0	
geminidesignz	0.001856567152681522	0.0	0.0	0.0	
gender	0.0046414178817038056	0.0	0.0	0.005388586022806831	
gene	0.0	0.0	0.0	0.010777172045613662	
general	0.009282835763407611	0.0	0.0	0.005388586022806831	
generalised	0.0	0.0	0.0	0.010777172045613662	
generalizations	0.0	0.0	0.0	0.010777172045613662	
generalized	0.0	0.0	0.0	0.021554344091227324	
generation	0.014852537221452177	0.0	0.0	0.0	
generations	0.007426268610726088	0.0	0.0	0.0	
generosity	0.003713134305363044	0.0	0.0	0.0	
genuinely	0.001856567152681522	0.0	0.0	0.0	
geodesic	0.001856567152681522	0.0	0.0	0.0	
george	0.007426268610726088	0.0	0.0	0.0	
georgiaelickson	0.001856567152681522	0.0	0.0	0.0	
gerard	0.001856567152681522	0.0	0.0	0.0	
germany	0.001856567152681522	0.0	0.0	0.0	
gerrard	0.007426268610726088	0.0	0.0	0.0	
getinkbox	0.001856567152681522	0.0	0.0	0.0	
getmoving	0.0055697014580445665	0.0	0.0	0.0	
gew	0.001856567152681522	0.0	0.0	0.0	
ghazaleh	0.0	0.0	0.0	0.010777172045613662	
giant	0.012995970068770655	0.0	0.0	0.0	
gibbs	0.001856567152681522	0.0	0.0	0.0	
gift	0.022278805832178266	0.0	0.0	0.0	
gimenez	0.0	0.0	0.0	0.010777172045613662	
gingeeboi	0.001856567152681522	0.0	0.0	0.0	
girls	0.018565671526815222	0.0	0.0	0.0	
gitterman	0.001856567152681522	0.0	0.0	0.0	
giveaways	0.018565671526815222	0.0	0.0	0.0	
givingtuesday	0.009282835763407611	0.0	0.0	0.0	
givoni	0.001856567152681522	0.0	0.0	0.0	
gladstonehotel	0.001856567152681522	0.0	0.0	0.0	
glenn	0.001856567152681522	0.0	0.0	0.0	
glimpse	0.001856567152681522	0.0	0.0	0.0	
global	0.0334182087482674	0.0	0.0	0.0	
globalinnovationchallenge	0.001856567152681522	0.0	0.0	0.0	
globalnews	0.003713134305363044	0.0	0.0	0.0	
globe	9.28283576340761E-4	0.0	0.0	0.005388586022806831	
globeandmail	0.01578082079779294	0.0	0.0	0.005388586022806831	
glory	0.001856567152681522	0.0	0.0	0.0	
goal	0.02599194013754131	0.0	0.0	0.0	
goals	0.001856567152681522	0.0	0.15189131424222743	0.0	
goc	0.001856567152681522	0.0	0.0	0.0	
goel	0.003713134305363044	0.0	0.0	0.0	
goenggirl	0.0055697014580445665	0.0	0.0	0.0	
gogonchar	0.0055697014580445665	0.0	0.0	0.0	
going	0.014852537221452177	0.0	0.0	0.0	
gold	0.012995970068770655	0.0	0.0	0.005388586022806831	
golden	0.001856567152681522	0.0	0.0	0.0	
goldnotyellow	0.001856567152681522	0.0	0.0	0.0	
golf	0.0	0.0	0.0	0.010777172045613662	
golocal	0.022278805832178266	0.0	0.0	0.0	
good	0.04455761166435653	0.0	0.0	0.0	
goodbye	0.011139402916089133	0.0	0.0	0.0	
goodies	0.003713134305363044	0.0	0.0	0.0	
google	9.28283576340761E-4	0.0	0.0	0.005388586022806831	
gorams	0.001856567152681522	0.0	0.0	0.0	
gordinowicz	0.0	0.0	0.0	0.021554344091227324	
gordon	0.001856567152681522	0.0	0.0	0.0	
gorham	0.001856567152681522	0.0	0.0	0.0	
gould	0.10768089485552829	0.0	0.0	0.0	
goulnick	0.001856567152681522	0.0	0.0	0.0	
governance	0.020422238679496746	0.0	0.0	0.0	
governor	0.001856567152681522	0.0	0.0	0.0	
governors	0.003713134305363044	0.0	0.0	0.0	
gowrysiva	0.001856567152681522	0.0	0.0	0.0	
gpd	0.0055697014580445665	0.0	0.0	0.0	
gr	9.28283576340761E-4	0.0	0.0	0.037720102159647814	
grab	0.022278805832178266	0.0	0.0	0.0	
grabajob	0.0	0.0	0.0	0.010777172045613662	
gracelao	0.001856567152681522	0.0	0.0	0.0	
gracemailing	0.001856567152681522	0.0	0.0	0.0	
grad	0.06126671603849023	0.0	0.0	0.010777172045613662	
gradcafe	0.003713134305363044	0.0	0.0	0.0	
grade	0.003713134305363044	0.0	0.0	0.0	
grads	0.022278805832178266	0.0	0.0	0.0	
gradspace	0.003713134305363044	0.0	0.0	0.0	
gradtalks	0.018565671526815222	0.0	0.0	0.0	
graduate	0.04177276093533425	0.0	0.0	0.037720102159647814	
graduated	0.009282835763407611	0.0	0.0	0.005388586022806831	
graduates	0.003713134305363044	0.0	0.0	0.005388586022806831	
graduation	0.003713134305363044	0.0	0.0	0.0	
grant	0.003713134305363044	0.0	0.0	0.0	
graph	0.0	0.0	0.0	0.0862173763649093	
graphic	0.0	0.737986667397889	0.0	0.0	
graphs	0.0	0.0	0.0	0.3017608172771825	
graphsabstract	0.0	0.0	0.0	0.010777172045613662	
graphsryersonmarch	0.0	0.0	0.0	0.010777172045613662	
