	RyersonU	sageryerson	TetraRyerson	mathryerson	
law	0.007426268610726088	0.0	0.0	0.0	
layton	0.003713134305363044	0.0	0.0	0.0	
lazyassbloke	0.001856567152681522	0.0	0.0	0.0	
leacock	0.001856567152681522	0.0	0.0	0.0	
lead	0.003713134305363044	0.0	0.0	0.0	
leader	0.0055697014580445665	0.0	0.0	0.0	
leaders	0.001856567152681522	0.0	0.0	0.0	
leadership	0.011139402916089133	0.0	0.0	0.016165758068420494	
leading	0.014852537221452177	0.0	0.0	0.0	
leads	0.001856567152681522	0.0	0.0	0.0	
leaf	0.003713134305363044	0.0	0.0	0.0	
learn	0.19122641672619678	0.0	0.0	0.0	
learned	0.007426268610726088	0.0	0.0	0.0	
learner	0.001856567152681522	0.0	0.0	0.0	
learners	0.0055697014580445665	0.0	0.0	0.0	
learning	0.02599194013754131	0.0	0.0	0.005388586022806831	
learnmore	0.001856567152681522	0.0	0.0	0.0	
leash	0.001856567152681522	0.0	0.0	0.0	
leave	0.001856567152681522	0.0	0.0	0.0	
leaves	0.001856567152681522	0.0	0.0	0.0	
lecture	0.018565671526815222	0.0	0.0	0.016165758068420494	
led	0.001856567152681522	0.0	0.0	0.0	
lee	0.003713134305363044	0.0	0.0	0.0	
legacy	0.001856567152681522	0.0	0.0	0.0	
legal	0.009282835763407611	0.0	0.0	0.0	
legislative	0.0167091043741337	0.0	0.0	0.0	
lend	0.001856567152681522	0.0	0.0	0.0	
lense	0.001856567152681522	0.0	0.0	0.0	
leonhard	0.0	0.0	0.0	0.010777172045613662	
leslie	0.003713134305363044	0.0	0.0	0.0	
lessons	0.014852537221452177	0.0	0.0	0.0	
lestweforget	0.0055697014580445665	0.0	0.0	0.0	
letsgototheex	0.007426268610726088	0.0	0.0	0.0	
letsgototheexs	0.001856567152681522	0.0	0.0	0.0	
letter	0.037131343053630445	0.0	0.0	0.0	
letting	0.0055697014580445665	0.0	0.0	0.0	
levy	0.013924253645111417	0.0	0.0	0.005388586022806831	
levys	0.001856567152681522	0.0	0.0	0.0	
lewis	0.001856567152681522	0.0	0.0	0.0	
lfp	0.0	0.0	0.0	0.010777172045613662	
lg	0.0	0.0	0.0	0.010777172045613662	
lgbt	0.003713134305363044	0.0	0.0	0.0	
liadsky	0.003713134305363044	0.0	0.0	0.0	
liam	0.0	0.0	0.0	0.010777172045613662	
lib	0.009282835763407611	0.0	0.0	0.0	
libbyital	0.001856567152681522	0.0	0.0	0.0	
liberated	0.001856567152681522	0.0	0.0	0.0	
library	0.0055697014580445665	0.0	0.0	0.0	
licence	0.001856567152681522	0.0	0.0	0.0	
lieu	0.0	0.0	0.0	0.010777172045613662	
life	0.02599194013754131	0.0	0.0	0.0	
lifechanging	0.007426268610726088	0.0	0.0	0.0	
lifeline	0.003713134305363044	0.0	0.0	0.0	
lifelinesyriaru	0.014852537221452177	0.0	0.0	0.0	
lifethreatening	0.001856567152681522	0.0	0.0	0.0	
lifetime	0.001856567152681522	0.0	0.0	0.0	
lift	0.001856567152681522	0.0	0.0	0.0	
lifted	0.001856567152681522	0.0	0.0	0.0	
light	0.0055697014580445665	0.0	0.0	0.0	
lightbox	0.001856567152681522	0.0	0.0	0.0	
lights	0.0055697014580445665	0.0	0.0	0.0	
limerickmodeling	0.0	0.0	0.0	0.010777172045613662	
limited	0.0027848507290222833	0.0	0.0	0.005388586022806831	
linedup	0.001856567152681522	0.0	0.0	0.0	
lines	0.007426268610726088	0.0	0.0	0.0	
link	0.007426268610726088	0.0	0.0	0.0	
lions	0.012995970068770655	0.0	0.0	0.0	
list	0.022278805832178266	0.0	0.0	0.0	
listed	0.001856567152681522	0.0	0.0	0.0	
listen	0.001856567152681522	0.0	0.0	0.005388586022806831	
lit	0.0055697014580445665	0.0	0.0	0.0	
literacy	0.020422238679496746	0.0	0.0	0.0	
literally	0.001856567152681522	0.0	0.0	0.0	
literary	0.003713134305363044	0.0	0.0	0.0	
lithoform	0.003713134305363044	0.0	0.0	0.0	
littlelaur	0.001856567152681522	0.0	0.0	0.0	
live	0.0501273131224011	0.0	0.0	0.0	
livein	0.003713134305363044	0.0	0.0	0.0	
lively	0.009282835763407611	0.0	0.0	0.0	
lives	0.014852537221452177	0.0	0.0	0.0	
livetextme	0.001856567152681522	0.0	0.0	0.0	
living	0.012995970068770655	0.0	0.0	0.0	
lle	0.003713134305363044	0.0	0.0	0.0	
lloyd	0.001856567152681522	0.0	0.0	0.0	
lloydalter	0.003713134305363044	0.0	0.0	0.0	
loading	0.001856567152681522	0.0	0.0	0.0	
loafer	0.003713134305363044	0.0	0.0	0.0	
lobby	0.018565671526815222	0.0	0.0	0.0	
local	0.001856567152681522	0.0	0.0	0.0	
located	0.0	0.0	0.0	0.010777172045613662	
location	0.0167091043741337	0.0	0.0	0.010777172045613662	
locations	0.009282835763407611	0.0	0.0	0.0	
locker	0.001856567152681522	0.0	0.0	0.0	
locks	0.001856567152681522	0.0	0.0	0.0	
lodz	0.0	0.0	0.0	0.021554344091227324	
loeppky	0.001856567152681522	0.0	0.0	0.0	
log	0.0055697014580445665	0.0	0.0	0.0	
logic	0.0	0.0	0.0	0.010777172045613662	
logistic	0.0	0.0	0.0	0.010777172045613662	
logo	0.0	0.0	0.30378262848445486	0.0	
loi	0.0	0.0	0.0	0.010777172045613662	
long	0.0167091043741337	0.0	0.0	0.0	
longer	0.003713134305363044	0.0	0.0	0.0	
longest	0.001856567152681522	0.0	0.0	0.0	
longterm	0.007426268610726088	0.0	0.0	0.0	
looked	0.001856567152681522	0.0	0.0	0.0	
lookout	0.001856567152681522	0.0	0.0	0.0	
loonie	0.001856567152681522	0.0	0.0	0.0	
loranscholar	0.001856567152681522	0.0	0.0	0.0	
loreleihoffman	0.003713134305363044	0.0	0.0	0.0	
lot	0.007426268610726088	0.0	0.0	0.0	
love	0.02599194013754131	0.0	0.0	0.0	
loved	0.001856567152681522	0.0	0.0	0.0	
lovely	0.001856567152681522	0.0	0.0	0.0	
low	0.0	0.0	0.0	0.010777172045613662	
lower	0.003713134305363044	0.0	0.0	0.0	
lowrys	0.003713134305363044	0.0	0.0	0.0	
lrp	0.0	0.0	0.0	0.010777172045613662	
ltribe	0.001856567152681522	0.0	0.0	0.0	
ltrye	0.003713134305363044	0.0	0.0	0.0	
luck	0.011139402916089133	0.0	0.0	0.0	
ludy	0.009282835763407611	0.0	0.0	0.0	
luis	0.001856567152681522	0.0	0.0	0.0	
lukechrischristiannaadnan	0.0	0.0	0.0	0.010777172045613662	
lunch	0.02413537298485979	0.0	0.0	0.0	
lynn	0.001856567152681522	0.0	0.0	0.0	
ma	0.001856567152681522	0.0	0.0	0.0	
maayan	0.001856567152681522	0.0	0.0	0.0	
maayanziv	0.009282835763407611	0.0	0.0	0.0	
mac	0.03527477590094892	0.0	0.0	0.0	
macdonald	0.007426268610726088	0.0	0.0	0.0	
machine	0.0	0.0	0.0	0.010777172045613662	
macleansmag	0.0055697014580445665	0.0	0.0	0.0	
maddin	0.001856567152681522	0.0	0.0	0.0	
madras	0.0	0.0	0.0	0.010777172045613662	
maenhaut	0.0	0.0	0.0	0.010777172045613662	
magazine	0.0027848507290222833	0.0	0.0	0.005388586022806831	
magnettoday	0.007426268610726088	0.0	0.0	0.0	
magpantayyork	0.0	0.0	0.0	0.010777172045613662	
mail	0.0	0.0	0.0	0.010777172045613662	
main	0.014852537221452177	0.0	0.0	0.0	
maintenance	0.009282835763407611	0.0	0.0	0.0	
major	0.0	0.0	0.30378262848445486	0.0	
majors	0.001856567152681522	0.0	0.0	0.0	
makeawish	0.001856567152681522	0.0	0.0	0.0	
makeithappen	0.001856567152681522	0.0	0.0	0.0	
maker	0.003713134305363044	0.0	0.0	0.0	
makers	0.003713134305363044	0.0	0.0	0.0	
making	0.014852537221452177	0.0	0.0	0.0	
mamonuniv	0.0	0.0	0.0	0.010777172045613662	
manage	0.0055697014580445665	0.0	0.0	0.0	
management	0.007426268610726088	0.0	0.0	0.0	
manager	0.014852537221452177	0.0	0.0	0.0	
managing	0.001856567152681522	0.0	0.0	0.0	
mandatory	0.003713134305363044	0.0	0.0	0.0	
mandela	0.012995970068770655	0.0	0.0	0.0	
mandissa	0.001856567152681522	0.0	0.0	0.0	
manhattan	0.003713134305363044	0.0	0.0	0.0	
map	0.0055697014580445665	0.0	0.0	0.0	
mapk	0.0	0.0	0.0	0.010777172045613662	
maple	0.003713134305363044	0.0	0.0	0.0	
mar	0.0055697014580445665	0.0	0.0	0.005388586022806831	
march	0.02413537298485979	0.0	0.0	0.09160596238771612	
marcokuo	0.001856567152681522	0.0	0.0	0.0	
maria	0.003713134305363044	0.0	0.0	0.010777172045613662	
marie	0.003713134305363044	0.0	0.0	0.0	
marieatryerson	0.012995970068770655	0.0	0.0	0.0	
mario	0.003713134305363044	0.0	0.0	0.0	
mark	0.009282835763407611	0.0	0.0	0.0	
market	0.04270104451167501	0.0	0.0	0.0	
marketing	0.011139402916089133	0.0	0.0	0.0	
marking	0.001856567152681522	0.0	0.0	0.0	
marks	9.28283576340761E-4	0.0	0.0	0.005388586022806831	
markshapiro	0.003713134305363044	0.0	0.0	0.0	
marsha	0.003713134305363044	0.0	0.0	0.0	
marshallk	0.001856567152681522	0.0	0.0	0.0	
martin	0.014852537221452177	0.0	0.0	0.0	
marusya	0.0055697014580445665	0.0	0.0	0.0	
marvin	0.0	0.0	0.0	0.010777172045613662	
marwah	0.009282835763407611	0.0	0.0	0.0	
massey	0.003713134305363044	0.0	0.0	0.0	
masseycollege	0.001856567152681522	0.0	0.0	0.0	
massive	0.0	0.0	0.0	0.010777172045613662	
master	0.019493955103155984	0.0	0.0	0.005388586022806831	
masters	0.003713134305363044	0.0	0.0	0.005388586022806831	
matchings	0.0	0.0	0.0	0.021554344091227324	
math	0.0064979850343853274	0.0	0.0	0.10238313443332979	
mathcolloquiumthurs	0.0	0.0	0.0	0.010777172045613662	
mathdr	0.0	0.0	0.0	0.010777172045613662	
mathematical	0.0	0.0	0.0	0.05388586022806831	
mathematicians	0.0	0.0	0.0	0.010777172045613662	
mathematics	0.0	0.0	0.0	0.3233151613684099	
mathematicsdept	0.0	0.0	0.0	0.010777172045613662	
mathematicsnovember	0.0	0.0	0.0	0.010777172045613662	
matheus	0.0	0.0	0.0	0.010777172045613662	
mathryerson	0.0	0.0	0.0	0.010777172045613662	
maths	0.0	0.0	0.0	0.0862173763649093	
matrices	0.0	0.0	0.0	0.021554344091227324	
matroidsabstract	0.0	0.0	0.0	0.010777172045613662	
matt	0.001856567152681522	0.0	0.0	0.0	
mattamy	0.003713134305363044	0.0	0.0	0.0	
mattamyac	0.07983238756530546	0.0	0.0	0.0	
matter	0.037131343053630445	0.0	0.0	0.0	
matters	0.02599194013754131	0.0	0.0	0.0	
mattgallowaycbc	0.0055697014580445665	0.0	0.0	0.0	
matthew	0.0	0.0	0.0	0.010777172045613662	
matthews	0.0055697014580445665	0.0	0.0	0.0	
matthias	0.003713134305363044	0.0	0.0	0.0	
mature	0.001856567152681522	0.0	0.0	0.0	
mayor	0.007426268610726088	0.0	0.0	0.0	
maze	0.001856567152681522	0.0	0.0	0.0	
mazigh	0.001856567152681522	0.0	0.0	0.0	
mba	0.012995970068770655	0.0	0.0	0.0	
mblinchs	0.003713134305363044	0.0	0.0	0.0	
mccallum	0.003713134305363044	0.0	0.0	0.0	
mcdonald	0.001856567152681522	0.0	0.0	0.0	
mcgill	0.001856567152681522	0.0	0.0	0.0	
mcinerney	0.0	0.0	0.0	0.010777172045613662	
mckenzie	0.003713134305363044	0.0	0.0	0.0	
mcmaster	0.0	0.0	0.0	0.04310868818245465	
mcneish	0.001856567152681522	0.0	0.0	0.0	
meal	0.003713134305363044	0.0	0.0	0.0	
measles	0.0	0.0	0.0	0.010777172045613662	
measures	0.0	0.0	0.0	0.010777172045613662	
medal	0.0027848507290222833	0.0	0.0	0.005388586022806831	
medals	0.0055697014580445665	0.0	0.0	0.0	
media	0.04084447735899349	0.0	0.0	0.0	
medialab	0.001856567152681522	0.0	0.0	0.0	
medias	0.001856567152681522	0.0	0.0	0.0	
medical	9.28283576340761E-4	0.0	0.0	0.005388586022806831	
medina	0.001856567152681522	0.0	0.0	0.0	
meditation	0.014852537221452177	0.0	0.0	0.0	
medtronicca	0.001856567152681522	0.0	0.0	0.0	
meekvillain	0.001856567152681522	0.0	0.0	0.0	
meet	0.022278805832178266	0.0	0.0	0.0	
meeting	0.003713134305363044	0.0	0.0	0.005388586022806831	
meets	0.014852537221452177	0.0	0.0	0.0	
meganlepeaux	0.001856567152681522	0.0	0.0	0.0	
meharchand	0.001856567152681522	0.0	0.0	0.0	
mehrabian	0.0	0.0	0.0	0.021554344091227324	
melanie	0.0055697014580445665	0.0	0.0	0.0	
melissaleila	0.001856567152681522	0.0	0.0	0.0	
mellon	0.0	0.0	0.0	0.010777172045613662	
melnik	0.0	0.0	0.0	0.010777172045613662	
melt	0.001856567152681522	0.0	0.0	0.0	
member	0.014852537221452177	0.0	0.0	0.005388586022806831	
members	0.02413537298485979	0.0	0.0	0.0	
memorandum	0.001856567152681522	0.0	0.0	0.0	
memorial	0.00835455218706685	0.0	0.0	0.010777172045613662	
memoriam	0.001856567152681522	0.0	0.0	0.0	
memories	0.022278805832178266	0.0	0.0	0.0	
men	0.007426268610726088	0.0	0.0	0.0	
mens	0.05384044742776414	0.0	0.0	0.0	
mental	0.011139402916089133	0.0	0.0	0.0	
mentalhealth	0.0167091043741337	0.0	0.0	0.0	
mentoring	0.001856567152681522	0.0	0.0	0.0	
mentors	0.001856567152681522	0.0	0.0	0.0	
mercanti	0.0	0.0	0.0	0.010777172045613662	
mercury	0.001856567152681522	0.0	0.0	0.0	
merriam	0.003713134305363044	0.0	0.0	0.0	
mesa	0.0	0.0	0.0	0.010777172045613662	
mesahoward	0.0	0.0	0.0	0.010777172045613662	
message	0.011139402916089133	0.0	0.0	0.0	
methods	0.0	0.0	0.0	0.03233151613684099	
metric	0.0	0.0	0.0	0.010777172045613662	
metrolinx	0.003713134305363044	0.0	0.0	0.0	
metrotoronto	0.001856567152681522	0.0	0.0	0.0	
meulen	0.001856567152681522	0.0	0.0	0.0	
meyniel	0.0	0.0	0.0	0.010777172045613662	
mia	0.0	0.0	0.0	0.010777172045613662	
michael	0.001856567152681522	0.0	0.0	0.005388586022806831	
michaels	0.001856567152681522	0.0	0.0	0.0	
michel	0.003713134305363044	0.0	0.0	0.0	
michelle	0.001856567152681522	0.0	0.0	0.0	
michigan	0.0	0.0	0.0	0.010777172045613662	
microsoft	0.001856567152681522	0.0	0.0	0.0	
midnight	0.007426268610726088	0.0	0.0	0.0	
midscheduled	0.001856567152681522	0.0	0.0	0.0	
midwifery	0.001856567152681522	0.0	0.0	0.0	
migrants	0.001856567152681522	0.0	0.0	0.0	
migration	0.001856567152681522	0.0	0.0	0.0	
mike	9.28283576340761E-4	0.0	0.0	0.005388586022806831	
miles	0.001856567152681522	0.0	0.0	0.0	
miller	0.0055697014580445665	0.0	0.0	0.0	
mind	0.003713134305363044	0.0	0.0	0.0	
mindandaction	0.04084447735899349	0.0	0.0	0.0	
mindfest	0.0167091043741337	0.0	0.0	0.0	
minh	0.0	0.0	0.0	0.010777172045613662	
mining	0.0055697014580445665	0.0	0.0	0.0	
minister	0.003713134305363044	0.0	0.0	0.0	
mins	0.001856567152681522	0.0	0.0	0.0	
minute	0.02413537298485979	0.0	0.0	0.0	
minutes	0.011139402916089133	0.0	0.0	0.0	
miserable	0.003713134305363044	0.0	0.0	0.0	
missed	0.003713134305363044	0.0	0.0	0.0	
misshelenxox	0.001856567152681522	0.0	0.0	0.0	
missing	0.001856567152681522	0.0	0.0	0.0	
mission	0.003713134305363044	0.0	0.0	0.0	
mississauga	0.001856567152681522	0.0	0.0	0.0	
misterrana	0.001856567152681522	0.0	0.0	0.0	
mkrtchyan	0.0	0.0	0.0	0.010777172045613662	
mkt	0.012995970068770655	0.0	0.0	0.0	
mlc	0.001856567152681522	0.0	0.0	0.0	
mobile	0.007426268610726088	0.0	0.0	0.0	
mobiledata	0.001856567152681522	0.0	0.0	0.0	
mobilefriendly	0.009282835763407611	0.0	0.0	0.0	
mock	0.001856567152681522	0.0	0.0	0.016165758068420494	
model	9.28283576340761E-4	0.0	0.0	0.026942930114034154	
modelbased	0.0	0.0	0.0	0.010777172045613662	
modeling	0.0	0.0	0.0	0.010777172045613662	
modelling	0.0	0.0	0.0	0.021554344091227324	
models	0.0046414178817038056	0.0	0.0	0.021554344091227324	
moderating	0.001856567152681522	0.0	0.0	0.0	
modernity	0.001856567152681522	0.0	0.0	0.0	
modules	0.001856567152681522	0.0	0.0	0.0	
mohamed	0.03156164159558588	0.0	0.0	0.0	
molloy	0.0	0.0	0.0	0.010777172045613662	
moment	0.009282835763407611	0.0	0.0	0.0	
moments	0.001856567152681522	0.0	0.0	0.0	
momentum	0.003713134305363044	0.0	0.0	0.0	
mon	0.001856567152681522	0.0	0.0	0.0	
monahcostantino	0.001856567152681522	0.0	0.0	0.0	
monarch	0.001856567152681522	0.0	0.0	0.0	
monday	0.023207089408519028	0.0	0.0	0.005388586022806831	
mondaymotivation	0.011139402916089133	0.0	0.0	0.0	
money	0.011139402916089133	0.0	0.0	0.0	
monia	0.001856567152681522	0.0	0.0	0.0	
monica	0.001856567152681522	0.0	0.0	0.0	
monicakwong	0.001856567152681522	0.0	0.0	0.0	
monitor	0.022278805832178266	0.0	0.0	0.0	
monitoring	0.02599194013754131	0.0	0.0	0.0	
monster	0.003713134305363044	0.0	0.0	0.0	
month	0.0055697014580445665	0.0	0.0	0.0	
monthly	0.001856567152681522	0.0	0.0	0.0	
montrealcycle	0.0	0.0	0.0	0.010777172045613662	
moorhouse	0.0	0.0	0.0	0.010777172045613662	
morel	0.003713134305363044	0.0	0.0	0.0	
morida	0.001856567152681522	0.0	0.0	0.0	
morning	0.03156164159558588	0.0	0.0	0.0	
mornings	0.001856567152681522	0.0	0.0	0.0	
morphy	0.007426268610726088	0.0	0.0	0.0	
morton	0.003713134305363044	0.0	0.0	0.0	
moscow	0.0	0.0	0.0	0.021554344091227324	
moscowfall	0.0	0.0	0.0	0.010777172045613662	
moscowtwo	0.0	0.0	0.0	0.010777172045613662	
mosesstructures	0.02413537298485979	0.0	0.0	0.0	
mosquito	0.0	0.0	0.0	0.010777172045613662	
motel	0.009282835763407611	0.0	0.0	0.0	
mother	0.007426268610726088	0.0	0.0	0.0	
mothernaturenet	0.0055697014580445665	0.0	0.0	0.0	
motions	0.001856567152681522	0.0	0.0	0.0	
motivates	0.001856567152681522	0.0	0.0	0.0	
motivation	0.001856567152681522	0.0	0.0	0.0	
mount	0.003713134305363044	0.0	0.0	0.0	
move	0.012995970068770655	0.0	0.0	0.0	
moved	0.001856567152681522	0.0	0.0	0.0	
movedr	0.0	0.0	0.0	0.010777172045613662	
moves	0.0167091043741337	0.0	0.0	0.0	
movies	0.003713134305363044	0.0	0.0	0.0	
moving	0.003713134305363044	0.0	0.0	0.0	
ms	0.011139402916089133	0.0	0.0	0.0	
msc	0.0	0.0	0.0	0.021554344091227324	
mt	0.009282835763407611	0.0	0.0	0.0	
mtcc	0.003713134305363044	0.0	0.0	0.0	
mtgspeakerprof	0.0	0.0	0.0	0.010777172045613662	
mukherjee	0.007426268610726088	0.0	0.0	0.0	
multicultural	0.001856567152681522	0.0	0.0	0.0	
multigraphs	0.0	0.0	0.0	0.010777172045613662	
multiple	0.0	0.0	0.0	0.010777172045613662	
multivariate	0.0	0.0	0.0	0.010777172045613662	
multivursqueen	0.003713134305363044	0.0	0.0	0.0	
muoylek	0.001856567152681522	0.0	0.0	0.0	
murder	0.022278805832178266	0.0	0.0	0.0	
murdered	0.001856567152681522	0.0	0.0	0.0	
murphy	0.0055697014580445665	0.0	0.0	0.0	
murtaza	0.001856567152681522	0.0	0.0	0.0	
murtyuoftwork	0.0	0.0	0.0	0.010777172045613662	
museum	0.0	0.0	0.0	0.010777172045613662	
mushtabaholwayy	0.001856567152681522	0.0	0.0	0.0	
music	0.009282835763407611	0.0	0.0	0.005388586022806831	
muthu	0.001856567152681522	0.0	0.0	0.0	
mutual	0.001856567152681522	0.0	0.0	0.0	
mxxshah	0.001856567152681522	0.0	0.0	0.0	
myer	0.007426268610726088	0.0	0.0	0.0	
myriiiammm	0.001856567152681522	0.0	0.0	0.0	
myryersonca	0.0055697014580445665	0.0	0.0	0.0	
mystery	0.003713134305363044	0.0	0.0	0.0	
mystudentplan	0.001856567152681522	0.0	0.0	0.0	
mythbustersto	0.022278805832178266	0.0	0.0	0.0	
myths	0.0055697014580445665	0.0	0.0	0.0	
nabzay	0.001856567152681522	0.0	0.0	0.0	
named	0.0167091043741337	0.0	0.0	0.0	
names	0.003713134305363044	0.0	0.0	0.0	
narratives	0.001856567152681522	0.0	0.0	0.0	
nasrine	0.003713134305363044	0.0	0.0	0.0	
nastos	0.0	0.0	0.0	0.010777172045613662	
nathan	0.0	0.0	0.0	0.010777172045613662	
national	0.007426268610726088	0.0	0.0	0.0	
nationalpost	0.003713134305363044	0.0	0.0	0.0	
nationals	0.001856567152681522	0.0	0.0	0.0	
nature	0.001856567152681522	0.0	0.0	0.0	
naujaat	0.003713134305363044	0.0	0.0	0.0	
naveed	0.001856567152681522	0.0	0.0	0.0	
navneet	0.001856567152681522	0.0	0.0	0.0	
navneetr	0.001856567152681522	0.0	0.0	0.0	
nazi	0.001856567152681522	0.0	0.0	0.0	
nba	0.0055697014580445665	0.0	0.0	0.0	
nbaallstar	0.001856567152681522	0.0	0.0	0.0	
nbaallstarto	0.001856567152681522	0.0	0.0	0.0	
nbaallstarweekend	0.001856567152681522	0.0	0.0	0.0	
neal	0.0	0.0	0.0	0.010777172045613662	
neck	0.001856567152681522	0.0	0.0	0.0	
ned	0.001856567152681522	0.0	0.0	0.0	
needed	0.003713134305363044	0.0	0.0	0.0	
needing	0.0055697014580445665	0.0	0.0	0.0	
needle	0.001856567152681522	0.0	0.0	0.0	
neighbour	0.007426268610726088	0.0	0.0	0.0	
neighbourhood	0.001856567152681522	0.0	0.0	0.0	
neighbourhoods	0.003713134305363044	0.0	0.0	0.0	
nelson	0.012995970068770655	0.0	0.0	0.0	
network	0.0055697014580445665	0.0	0.0	0.016165758068420494	
networking	0.0055697014580445665	0.0	0.0	0.0	
networks	0.0	0.0	0.0	0.04310868818245465	
networksabstract	0.0	0.0	0.0	0.010777172045613662	
neutrality	0.007426268610726088	0.0	0.0	0.0	
newcomer	0.003713134305363044	0.0	0.0	0.0	
newly	0.0167091043741337	0.0	0.0	0.0	
newman	0.001856567152681522	0.0	0.0	0.0	
news	0.0064979850343853274	0.0	0.0	0.005388586022806831	
newsletter	0.011139402916089133	0.0	0.0	0.0	
newstalk	0.001856567152681522	0.0	0.0	0.0	
nextlaboratory	0.0055697014580445665	0.0	0.0	0.0	
nguyen	0.0055697014580445665	0.0	0.0	0.0	
nice	0.003713134305363044	0.0	0.0	0.0	
nicolegentles	0.001856567152681522	0.0	0.0	0.0	
nicolelandryy	0.001856567152681522	0.0	0.0	0.0	
nictabackdoors	0.0	0.0	0.0	0.010777172045613662	
night	0.02692022371388207	0.0	0.0	0.016165758068420494	
nights	0.003713134305363044	0.0	0.0	0.0	
nile	0.0	0.0	0.0	0.010777172045613662	
nishara	0.001856567152681522	0.0	0.0	0.0	
nobelprize	0.003713134305363044	0.0	0.0	0.0	
nocommentlaura	0.001856567152681522	0.0	0.0	0.0	
noise	0.001856567152681522	0.0	0.0	0.0	
nominate	0.029705074442904354	0.0	0.0	0.0	
nominated	0.009282835763407611	0.0	0.0	0.0	
nominations	0.027848507290222833	0.0	0.0	0.0	
nominationsfeb	0.0055697014580445665	0.0	0.0	0.0	
nominees	0.003713134305363044	0.0	0.0	0.0	
nonessential	0.001856567152681522	0.0	0.0	0.0	
nonfiction	0.001856567152681522	0.0	0.0	0.0	
nonlinear	0.0	0.0	0.0	0.010777172045613662	
nonnegative	0.0	0.0	0.0	0.010777172045613662	
noon	0.05755358173312719	0.0	0.0	0.0	
nooneng	0.0	0.0	0.0	0.021554344091227324	
norm	0.018565671526815222	0.0	0.0	0.0	
norman	0.001856567152681522	0.0	0.0	0.0	
north	0.007426268610726088	0.0	0.0	0.005388586022806831	
northern	0.0055697014580445665	0.0	0.0	0.0	
note	0.012995970068770655	0.0	0.0	0.0	
nothrowbackneeded	0.001856567152681522	0.0	0.0	0.0	
notice	0.0055697014580445665	0.0	0.0	0.0	
noticed	0.0055697014580445665	0.0	0.0	0.0	
nov	0.07147783537823861	0.0	0.0	0.08082879034210247	
november	0.007426268610726088	0.0	0.0	0.005388586022806831	
novosedlik	0.001856567152681522	0.0	0.0	0.0	
nowakowski	0.0	0.0	0.0	0.010777172045613662	
nowtoronto	0.003713134305363044	0.0	0.0	0.0	
npstoronto	0.003713134305363044	0.0	0.0	0.0	
nse	0.001856567152681522	0.0	0.0	0.0	
nserc	0.0027848507290222833	0.0	0.0	0.010777172045613662	
nserccms	0.0	0.0	0.0	0.03233151613684099	
nserccrsng	0.001856567152681522	0.0	0.0	0.0	
nuanced	0.001856567152681522	0.0	0.0	0.0	
nuclear	0.001856567152681522	0.0	0.0	0.0	
nuitblanche	0.001856567152681522	0.0	0.0	0.0	
number	0.009282835763407611	0.0	0.0	0.016165758068420494	
numbers	0.0	0.0	0.0	0.021554344091227324	
numerical	0.0	0.0	0.0	0.021554344091227324	
nursel	0.0	0.0	0.0	0.010777172045613662	
nutrition	0.011139402916089133	0.0	0.0	0.0	
nxne	0.001856567152681522	0.0	0.0	0.0	
nyaga	0.001856567152681522	0.0	0.0	0.0	
nyc	0.0	0.0	0.0	0.010777172045613662	
nymag	0.001856567152681522	0.0	0.0	0.0	
nytimes	0.009282835763407611	0.0	0.0	0.0	
oakham	0.007426268610726088	0.0	0.0	0.0	
obanewss	0.0055697014580445665	0.0	0.0	0.0	
oberwolfach	0.0	0.0	0.0	0.021554344091227324	
object	0.001856567152681522	0.0	0.0	0.0	
objects	0.001856567152681522	0.0	0.0	0.0	
observing	0.0055697014580445665	0.0	0.0	0.0	
occupation	0.001856567152681522	0.0	0.0	0.0	
occurs	0.001856567152681522	0.0	0.0	0.0	
ocean	0.0	0.0	0.0	0.010777172045613662	
oceinnovation	0.003713134305363044	0.0	0.0	0.0	
oct	0.07890410398896469	0.0	0.0	0.037720102159647814	
october	0.00835455218706685	0.0	0.0	0.005388586022806831	
octobers	0.007426268610726088	0.0	0.0	0.0	
ocufa	0.001856567152681522	0.0	0.0	0.0	
offcampus	0.003713134305363044	0.0	0.0	0.0	
offensive	0.0501273131224011	0.0	0.0	0.0	
offered	0.001856567152681522	0.0	0.0	0.0	
offering	0.003713134305363044	0.0	0.0	0.0	
offerings	0.003713134305363044	0.0	0.0	0.0	
offers	0.009282835763407611	0.0	0.0	0.005388586022806831	
office	0.014852537221452177	0.0	0.0	0.0	
offices	0.0	0.0	0.0	0.010777172045613662	
official	0.018565671526815222	0.0	0.0	0.0	
officially	0.012067686492429895	0.0	0.0	0.005388586022806831	
ogs	0.0	0.0	0.0	0.010777172045613662	
oil	0.007426268610726088	0.0	0.0	0.0	
ojibwe	0.001856567152681522	0.0	0.0	0.0	
okeefe	0.0055697014580445665	0.0	0.0	0.0	
olivares	0.0	0.0	0.0	0.03233151613684099	
oliviachow	0.003713134305363044	0.0	0.0	0.0	
oliviarossetti	0.001856567152681522	0.0	0.0	0.0	
olowolafe	0.001856567152681522	0.0	0.0	0.0	
olympics	0.003713134305363044	0.0	0.0	0.0	
omgrobots	0.007426268610726088	0.0	0.0	0.0	
oncampus	0.012995970068770655	0.0	0.0	0.0	
onecard	0.020422238679496746	0.0	0.0	0.0	
onecards	0.003713134305363044	0.0	0.0	0.0	
