	CatsRuleNews	TheCatTweeting	sweetiepiecat	ElDiabloZoe	
cuteanimals	0.0	0.0	0.0	0.13184726046740974	
cutecat	0.0	0.0	0.0	0.13184726046740974	
cuteness	0.0	0.0	0.0045369390578912	0.0	
cuter	0.0	0.0	0.027221634347347198	0.0	
cutest	0.0	0.0	0.013610817173673599	0.0	
cutie	0.0	0.0	0.0090738781157824	0.0	
cuties	0.0	0.0	0.0090738781157824	0.0	
cutiestoocuteforwords	0.0	0.0	0.0045369390578912	0.0	
cutting	0.0	0.0	0.013610817173673599	0.0	
cyber	0.0	0.005868860272391637	0.0	0.0	
cybermonday	0.03981693508395617	0.0	0.0	0.0	
cyndiandlatte	0.0	0.0	0.0090738781157824	0.0	
cynthia	0.0	0.0	0.0045369390578912	0.0	
cyrus	0.0	0.0	0.0045369390578912	0.0	
da	0.0	0.0	0.0045369390578912	0.0	
dacupcakekitty	0.0	0.0	0.0045369390578912	0.0	
dad	0.019908467541978087	0.0	0.0158792867026192	0.0	
dada	0.0	0.0	0.0045369390578912	0.0	
daddy	0.0	0.0	0.0045369390578912	0.0	
daddys	0.0	0.0	0.0045369390578912	0.0	
dads	0.0	0.0	0.0045369390578912	0.0	
daily	0.0	0.0029344301361958185	0.0022684695289456	0.0	
damage	0.0	0.0	0.0045369390578912	0.0	
damn	0.0	0.005868860272391637	0.011342347644728	0.0	
dance	0.0	0.0	0.0090738781157824	0.0	
dancing	0.0	0.0	0.0045369390578912	0.0	
dancingbis	0.0	0.0	0.040832451521020795	0.0	
dangerous	0.0	0.0	0.0045369390578912	0.0	
dare	0.0	0.005868860272391637	0.006805408586836799	0.0	
dark	0.0	0.0	0.0181477562315648	0.0	
darling	0.0	0.0	0.013610817173673599	0.0	
darn	0.0	0.0029344301361958185	0.0022684695289456	0.0	
darquequeen	0.0	0.0	0.0045369390578912	0.0	
dash	0.0	0.0	0.0045369390578912	0.0	
data	0.0	0.005868860272391637	0.0	0.0	
dated	0.0	0.0	0.0045369390578912	0.0	
dating	0.0	0.0	0.0090738781157824	0.0	
daughter	0.0	0.0	0.022684695289456	0.0	
daughterlike	0.0	0.0	0.0045369390578912	0.0	
david	0.0	0.0	0.0045369390578912	0.0	
dawling	0.0	0.0	0.0045369390578912	0.0	
day	0.008262760583096614	0.06942021709550579	0.08661799268451312	0.0	
daycat	0.0	0.0	0.0045369390578912	0.0	
dayi	0.0	0.0	0.0045369390578912	0.0	
dayif	0.0	0.0	0.0045369390578912	0.0	
days	0.0	0.0	0.0	0.0	
daysandcounting	0.03981693508395617	0.0	0.0	0.0	
daysthis	0.0	0.0	0.0045369390578912	0.0	
dayyep	0.03981693508395617	0.0	0.0	0.0	
daze	0.0	0.0	0.0045369390578912	0.0	
de	0.0	0.0	0.0090738781157824	0.0	
dead	0.0	0.011737720544783274	0.011342347644728	0.0	
deadbeat	0.0	0.0	0.0045369390578912	0.0	
deal	0.016525521166193227	0.009743188364281515	0.0018829998409676766	0.0	
dealer	0.0	0.0	0.0045369390578912	0.0	
dealing	0.019908467541978087	0.0	0.0022684695289456	0.0	
deals	0.019908467541978087	0.005868860272391637	0.0	0.0	
dean	0.0	0.0	0.0045369390578912	0.0	
deandevlin	0.0	0.0	0.0045369390578912	0.0	
dear	0.0	0.0	0.040832451521020795	0.0	
debut	0.0	0.0	0.0045369390578912	0.0	
dec	0.11945080525186853	0.0	0.0	0.0	
deceased	0.0	0.0	0.0045369390578912	0.0	
december	0.03981693508395617	0.0	0.0	0.0	
decide	0.0	0.0	0.0090738781157824	0.0	
decided	0.0	0.0029344301361958185	0.0090738781157824	0.0	
decides	0.0	0.0	0.0045369390578912	0.0	
decision	0.0	0.02347544108956655	0.0022684695289456	0.0	
decisions	0.0	0.03521316163434982	0.0	0.0	
deck	0.0	0.0	0.0045369390578912	0.0	
declare	0.0	0.005868860272391637	0.0	0.0	
deemar	0.0	0.005868860272391637	0.0	0.0	
deep	0.0	0.0	0.0181477562315648	0.0	
deepcatthoughts	0.0	0.005868860272391637	0.0	0.0	
deepest	0.0	0.0	0.0045369390578912	0.0	
deer	0.0	0.0	0.0090738781157824	0.0	
deerest	0.0	0.0	0.0045369390578912	0.0	
defendant	0.0	0.0	0.0045369390578912	0.0	
definite	0.0	0.0	0.0045369390578912	0.0	
definitely	0.0	0.0	0.0181477562315648	0.06592363023370487	
degraded	0.0	0.0	0.0045369390578912	0.0	
degrading	0.0	0.0	0.0045369390578912	0.0	
degree	0.0	0.0	0.0045369390578912	0.0	
dejemiburka	0.0	0.005868860272391637	0.0	0.0	
delay	0.0	0.0	0.0045369390578912	0.0	
delivery	0.0	0.0	0.0045369390578912	0.0	
delreyquotes	0.0	0.0	0.0045369390578912	0.0	
demand	0.0	0.0	0.0045369390578912	0.0	
demeaning	0.0	0.0	0.0045369390578912	0.0	
demented	0.0	0.0	0.0045369390578912	0.0	
demon	0.0	0.008803290408587456	0.0022684695289456	0.0	
dental	0.0	0.0	0.0045369390578912	0.0	
dented	0.0	0.0	0.0045369390578912	0.0	
dentist	0.0	0.0	0.0045369390578912	0.0	
dentures	0.0	0.005868860272391637	0.0	0.0	
deodorizing	0.0	0.0	0.0045369390578912	0.0	
depended	0.0	0.0	0.0090738781157824	0.0	
dependent	0.0	0.0	0.0045369390578912	0.0	
depravity	0.0	0.0	0.0045369390578912	0.0	
depths	0.0	0.0	0.0045369390578912	0.0	
derby	0.0	0.0	0.0045369390578912	0.0	
derek	0.0	0.0	0.0045369390578912	0.0	
derp	0.0	0.011737720544783274	0.0	0.0	
deserve	0.019908467541978087	0.005868860272391637	0.0	0.0	
design	0.0	0.0	0.0045369390578912	0.0	
designed	0.0	0.0	0.0090738781157824	0.0	
designer	0.0	0.0	0.013610817173673599	0.0	
designs	0.0	0.0	0.0181477562315648	0.0	
desk	0.0	0.014672150680979093	0.0022684695289456	0.0	
desperately	0.0	0.0	0.0045369390578912	0.0	
despinadrak	0.0	0.0	0.0045369390578912	0.0	
despite	0.0	0.008803290408587456	0.0022684695289456	0.0	
dessert	0.0	0.0	0.0090738781157824	0.0	
destination	0.0	0.005868860272391637	0.0	0.0	
destruction	0.0	0.0	0.0045369390578912	0.0	
detect	0.0	0.0	0.0045369390578912	0.0	
deveensemolen	0.0	0.005868860272391637	0.0	0.0	
development	0.0	0.0	0.0181477562315648	0.0	
diablo	0.0	0.0	0.0	0.13184726046740974	
dialog	0.0	0.0	0.0045369390578912	0.0	
diaper	0.0	0.0	0.0045369390578912	0.0	
dickhead	0.0	0.0	0.0090738781157824	0.0	
dickless	0.0	0.0	0.0045369390578912	0.0	
dicovered	0.0	0.0	0.0045369390578912	0.0	
dictionary	0.0	0.0	0.0045369390578912	0.0	
didi	0.0	0.0	0.0045369390578912	0.0	
didn	0.0	0.005868860272391637	0.0	0.0	
die	0.0	0.0029344301361958185	0.0045369390578912	0.0	
died	0.0	0.005868860272391637	0.0	0.0	
dies	0.0	0.0	0.0090738781157824	0.0	
diet	0.0	0.005868860272391637	0.0	0.0	
difference	0.0	0.0	0.022684695289456	0.0	
difficult	0.0	0.0	0.0181477562315648	0.0	
dig	0.0	0.0	0.0090738781157824	0.0	
digging	0.0	0.0029344301361958185	0.0022684695289456	0.0	
digs	0.0	0.0	0.0045369390578912	0.0	
dine	0.0	0.0	0.0090738781157824	0.0	
dinner	0.0	0.0029344301361958185	0.020416225760510397	0.0	
dinners	0.0	0.0	0.0090738781157824	0.0	
dios	0.0	0.0	0.0045369390578912	0.0	
diplomatic	0.0	0.0	0.0045369390578912	0.0	
directed	0.0	0.0	0.0045369390578912	0.0	
direction	0.0	0.0	0.0090738781157824	0.0	
directly	0.0	0.0	0.0045369390578912	0.0	
dirty	0.0	0.0029344301361958185	0.006805408586836799	0.0	
dis	0.0	0.21127896980609892	0.0	0.0	
disappointed	0.0	0.0	0.0045369390578912	0.0	
disclosure	0.0	0.0	0.0045369390578912	0.0	
disco	0.0	0.0	0.0045369390578912	0.0	
discount	0.0	0.005868860272391637	0.0	0.0	
discovered	0.0	0.0	0.0045369390578912	0.0	
discriminate	0.0	0.0	0.0090738781157824	0.0	
disdain	0.0	0.01760658081717491	0.0	0.0	
disease	0.0	0.0	0.0045369390578912	0.0	
disgusting	0.0	0.0	0.0045369390578912	0.0	
dish	0.0	0.005868860272391637	0.0045369390578912	0.0	
dishes	0.0	0.0	0.0045369390578912	0.0	
disney	0.0	0.0	0.0045369390578912	0.0	
disneyland	0.0	0.0	0.0045369390578912	0.0	
disorder	0.0	0.0	0.0045369390578912	0.0	
display	0.03981693508395617	0.0	0.0	0.0	
displays	0.0	0.0	0.0090738781157824	0.0	
distantly	0.0	0.0	0.0090738781157824	0.0	
distracted	0.0	0.005868860272391637	0.0	0.0	
disturb	0.0	0.005868860272391637	0.0	0.0	
disturbing	0.0	0.01760658081717491	0.0	0.0	
divided	0.0	0.0	0.0045369390578912	0.0	
divorce	0.0	0.0	0.0045369390578912	0.0	
divorcees	0.0	0.0	0.0045369390578912	0.0	
dna	0.0	0.0	0.0045369390578912	0.0	
dobydaenger	0.0	0.0	0.0090738781157824	0.0	
dock	0.0	0.0	0.0090738781157824	0.0	
doctor	0.0	0.0	0.013610817173673599	0.0	
doctors	0.0	0.0	0.0045369390578912	0.0	
dodi	0.0	0.0	0.0045369390578912	0.0	
doesn	0.0	0.011737720544783274	0.0	0.0	
dog	0.0	0.005868860272391637	0.10661806786044319	0.0	
dogan	0.0	0.0	0.0045369390578912	0.0	
dogbone	0.0	0.0	0.0045369390578912	0.0	
dogcat	0.0	0.0	0.0045369390578912	0.0	
dogcatsurgeon	0.0	0.0	0.0045369390578912	0.0	
dogg	0.0	0.0	0.0045369390578912	0.0	
doggie	0.0	0.0	0.0045369390578912	0.0	
doggies	0.0	0.0	0.0090738781157824	0.0	
doggy	0.0	0.0	0.0317585734052384	0.0	
dogs	0.0	0.014672150680979093	0.0771279639841504	0.0	
dogsjoke	0.0	0.0	0.0045369390578912	0.0	
dogsofvalor	0.0	0.0	0.0045369390578912	0.0	
dogsso	0.0	0.0	0.0045369390578912	0.0	
dogwell	0.0	0.0	0.0045369390578912	0.0	
domain	0.0	0.011737720544783274	0.0	0.0	
domestic	0.0	0.0	0.0045369390578912	0.0	
domesticgideon	0.03981693508395617	0.0	0.0	0.0	
dominate	0.0	0.005868860272391637	0.0	0.0	
don	0.0	0.005868860272391637	0.0	0.0	
donald	0.0	0.005868860272391637	0.0	0.0	
donate	0.0	0.0	0.013610817173673599	0.0	
donated	0.0	0.0	0.0045369390578912	0.0	
donates	0.0	0.0	0.0045369390578912	0.0	
donating	0.03981693508395617	0.0	0.0	0.0	
donors	0.0	0.0	0.0045369390578912	0.0	
donuts	0.0	0.0	0.0045369390578912	0.0	
doogoody	0.03981693508395617	0.0	0.0	0.0	
door	0.0	0.008803290408587456	0.022684695289456	0.0	
doorlike	0.0	0.0	0.0045369390578912	0.0	
doors	0.0	0.0	0.0045369390578912	0.0	
doozy	0.0	0.0	0.0045369390578912	0.0	
doping	0.0	0.0	0.0045369390578912	0.0	
dot	0.0	0.041082021906741456	0.0	0.0	
dotcomcat	0.03981693508395617	0.0	0.0	0.0	
double	0.0	0.0	0.027221634347347198	0.0	
doubt	0.0	0.0029344301361958185	0.0045369390578912	0.0	
downright	0.0	0.0	0.0045369390578912	0.0	
downstairs	0.0	0.0	0.0045369390578912	0.0	
downward	0.0	0.0	0.0045369390578912	0.0	
doyle	0.0	0.0	0.0045369390578912	0.0	
doze	0.0	0.0	0.0045369390578912	0.0	
dozens	0.0	0.011737720544783274	0.0	0.0	
dr	0.0	0.0	0.0045369390578912	0.0	
dracula	0.0	0.0	0.0045369390578912	0.0	
drag	0.0	0.0	0.0090738781157824	0.0	
dragon	0.0	0.0	0.0045369390578912	0.0	
drama	0.0	0.0	0.0045369390578912	0.0	
dramaticcat	0.0	0.0	0.0045369390578912	0.0	
drank	0.0	0.0	0.0045369390578912	0.0	
drawing	0.0	0.0	0.0045369390578912	0.0	
dream	0.0	0.0	0.027221634347347198	0.0	
dreamed	0.0	0.0	0.0045369390578912	0.0	
dreamer	0.0	0.0	0.0090738781157824	0.0	
dreamerbut	0.0	0.0	0.0045369390578912	0.0	
dreameri	0.0	0.0	0.0045369390578912	0.0	
dreaming	0.0	0.0	0.0090738781157824	0.0	
dreams	0.0	0.0	0.0181477562315648	0.0	
dreamsweet	0.0	0.0	0.0090738781157824	0.0	
dress	0.0	0.0029344301361958185	0.0045369390578912	0.0	
dressed	0.0	0.005868860272391637	0.0	0.0	
dresser	0.0	0.005868860272391637	0.0	0.0	
dresses	0.0	0.0	0.0045369390578912	0.0	
dressing	0.03981693508395617	0.0	0.0	0.0	
drew	0.0	0.0	0.0045369390578912	0.0	
drink	0.0	0.005868860272391637	0.0181477562315648	0.0	
drinking	0.0	0.0029344301361958185	0.013610817173673599	0.0	
drinks	0.0	0.0	0.0045369390578912	0.0	
drive	0.0	0.0	0.0181477562315648	0.0	
drivecan	0.0	0.0	0.0045369390578912	0.0	
driver	0.0	0.0	0.0045369390578912	0.0	
drivers	0.0	0.0	0.0045369390578912	0.0	
driving	0.0	0.0	0.013610817173673599	0.0	
drop	0.0	0.0	0.0045369390578912	0.0	
dropping	0.0	0.0	0.0045369390578912	0.0	
drown	0.0	0.005868860272391637	0.0	0.0	
drrachelgeller	0.0	0.0	0.0045369390578912	0.0	
drug	0.0	0.0	0.0045369390578912	0.0	
drugs	0.0	0.0	0.0045369390578912	0.0	
drumbeat	0.0	0.0	0.0045369390578912	0.0	
drunk	0.0	0.0	0.040832451521020795	0.0	
drunkpainters	0.0	0.0	0.0045369390578912	0.0	
dry	0.0	0.0	0.0181477562315648	0.0	
dryable	0.03981693508395617	0.0	0.0	0.0	
duchess	0.0	0.0	0.0	0.2636945209348195	
duck	0.0	0.0	0.0045369390578912	0.0	
ducks	0.0	0.0	0.0045369390578912	0.0	
ducky	0.0	0.0	0.0045369390578912	0.0	
dude	0.0	0.0	0.045369390578912	0.0	
dudeof	0.0	0.0	0.0045369390578912	0.0	
dudes	0.0	0.0	0.0090738781157824	0.0	
dull	0.0	0.0	0.0045369390578912	0.0	
dumb	0.0	0.0	0.0090738781157824	0.0	
dummies	0.0	0.0	0.0045369390578912	0.0	
dummy	0.0	0.0	0.0045369390578912	0.0	
dump	0.0	0.0	0.0045369390578912	0.0	
dumps	0.0	0.0	0.0045369390578912	0.0	
dunno	0.0	0.005868860272391637	0.0	0.0	
dustin	0.0	0.005868860272391637	0.0	0.0	
dyes	0.0	0.0	0.0045369390578912	0.0	
dylan	0.03981693508395617	0.0	0.0	0.0	
eagle	0.0	0.0	0.0045369390578912	0.0	
ear	0.0	0.0029344301361958185	0.011342347644728	0.0	
early	0.0	0.005868860272391637	0.006805408586836799	0.0	
earn	0.0	0.011737720544783274	0.0	0.0	
ears	0.0	0.008803290408587456	0.013610817173673599	0.0	
earth	0.0	0.0	0.013610817173673599	0.0	
ease	0.0	0.0	0.0045369390578912	0.0	
easier	0.0	0.0	0.0045369390578912	0.0	
easily	0.0	0.0	0.013610817173673599	0.0	
east	0.0	0.0	0.0090738781157824	0.0	
easter	0.0	0.0	0.0090738781157824	0.0	
easy	0.008262760583096614	0.004871594182140757	0.00564899952290303	0.0	
easymanhattan	0.0	0.0	0.0045369390578912	0.0	
eat	0.008262760583096614	0.004871594182140757	0.02259599809161212	0.0	
eaten	0.0	0.005868860272391637	0.0045369390578912	0.0	
eatin	0.03981693508395617	0.0	0.0	0.0	
eating	0.0	0.0029344301361958185	0.027221634347347198	0.0	
eatn	0.0	0.0	0.0045369390578912	0.0	
eats	0.0	0.0	0.0090738781157824	0.0	
ebony	0.0	0.0	0.0045369390578912	0.0	
economy	0.0	0.0	0.0181477562315648	0.0	
eddies	0.0	0.0	0.0045369390578912	0.0	
edgar	0.0	0.0	0.0090738781157824	0.0	
educated	0.0	0.0	0.0045369390578912	0.0	
eeeeeeeyoure	0.0	0.0	0.0045369390578912	0.0	
egos	0.0	0.0	0.0045369390578912	0.0	
egostroking	0.0	0.005868860272391637	0.0	0.0	
egyptians	0.0	0.0	0.0045369390578912	0.0	
eh	0.0	0.0469508821791331	0.0	0.0	
el	0.0	0.0	0.0022684695289456	0.06592363023370487	
eldiablozoe	0.0	0.0	0.0	0.39554178140222923	
election	0.0	0.0	0.0045369390578912	0.0	
electric	0.0	0.0	0.0045369390578912	0.0	
elephants	0.0	0.0	0.0045369390578912	0.0	
elevator	0.0	0.0029344301361958185	0.0022684695289456	0.0	
elisacarothers	0.0	0.0	0.0045369390578912	0.0	
elizalynnsteely	0.0	0.011737720544783274	0.0	0.0	
elle	0.0	0.0	0.0181477562315648	0.0	
elmer	0.0	0.0	0.0045369390578912	0.0	
elves	0.0	0.0	0.0045369390578912	0.0	
em	0.05972540262593427	0.0	0.0045369390578912	0.0	
email	0.0	0.011737720544783274	0.0	0.0	
emailing	0.0	0.0	0.0045369390578912	0.0	
emanating	0.0	0.0	0.0045369390578912	0.0	
emerson	0.0	0.0	0.0090738781157824	0.0	
empirestatebuilding	0.0	0.0	0.0045369390578912	0.0	
employed	0.0	0.0	0.0045369390578912	0.0	
empty	0.0	0.0	0.0045369390578912	0.0	
emptycatkisses	0.0	0.0	0.0	0.13184726046740974	
en	0.0	0.0	0.0045369390578912	0.0	
encourage	0.0	0.0	0.0045369390578912	0.0	
ended	0.0	0.0	0.0090738781157824	0.0	
endings	0.0	0.0	0.0045369390578912	0.0	
endladadadadada	0.0	0.0	0.0045369390578912	0.0	
endless	0.03981693508395617	0.0	0.0	0.0	
endorsements	0.0	0.0	0.0045369390578912	0.0	
ends	0.019908467541978087	0.0	0.0022684695289456	0.0	
endure	0.0	0.0	0.0045369390578912	0.0	
enemies	0.0	0.005868860272391637	0.0	0.0	
energy	0.0	0.005868860272391637	0.0022684695289456	0.0	
english	0.0	0.0	0.0090738781157824	0.0	
enjoy	0.008262760583096614	0.007307391273211136	0.00564899952290303	0.0	
enjoyed	0.0	0.0	0.0045369390578912	0.0	
enjoying	0.0	0.005868860272391637	0.0022684695289456	0.0	
enter	0.0	0.005868860272391637	0.0022684695289456	0.0	
entered	0.0	0.0	0.0045369390578912	0.0	
entering	0.0	0.0	0.0045369390578912	0.0	
enters	0.0	0.005868860272391637	0.0	0.0	
entire	0.019908467541978087	0.0	0.0022684695289456	0.0	
entitled	0.0	0.0	0.0045369390578912	0.0	
epic	0.0	0.0	0.0045369390578912	0.0	
episode	0.008262760583096614	0.0012178985455351893	0.0018829998409676766	0.0	
epitome	0.0	0.0	0.0090738781157824	0.0	
equal	0.0	0.0	0.0090738781157824	0.0	
equality	0.0	0.0	0.0045369390578912	0.0	
equally	0.0	0.005868860272391637	0.0	0.0	
equivalent	0.0	0.0	0.0045369390578912	0.0	
ericacanrant	0.0	0.0	0.0045369390578912	0.0	
es	0.0	0.0	0.013610817173673599	0.0	
escape	0.0	0.0029344301361958185	0.013610817173673599	0.0	
escort	0.0	0.0	0.0045369390578912	0.0	
espanol	0.0	0.0	0.0090738781157824	0.0	
estore	0.03981693508395617	0.0	0.0	0.0	
eternal	0.0	0.0	0.0090738781157824	0.0	
eternity	0.0	0.0	0.013610817173673599	0.0	
europe	0.0	0.0	0.0045369390578912	0.0	
eve	0.0	0.0	0.0090738781157824	0.0	
evening	0.0	0.005868860272391637	0.0	0.0	
event	0.0	0.0	0.0045369390578912	0.0	
events	0.0	0.0	0.0090738781157824	0.0	
eventually	0.0	0.0	0.0045369390578912	0.0	
everyday	0.0	0.0	0.022684695289456	0.0	
everydayhealth	0.0	0.0	0.0045369390578912	0.0	
everyones	0.0	0.0	0.0045369390578912	0.0	
evil	0.0	0.0012178985455351893	0.002824499761451515	0.027360778635580042	
evils	0.0	0.0	0.0045369390578912	0.0	
evolutionary	0.0	0.0	0.0045369390578912	0.0	
evolve	0.0	0.0	0.0045369390578912	0.0	
evolved	0.0	0.0029344301361958185	0.0022684695289456	0.0	
exact	0.0	0.0	0.0045369390578912	0.0	
exactly	0.0	0.0	0.0090738781157824	0.0	
example	0.0	0.0	0.013610817173673599	0.0	
excited	0.008262760583096614	0.003653695636605568	0.00564899952290303	0.0	
excuse	0.0	0.0	0.0090738781157824	0.0	
execute	0.0	0.029344301361958185	0.0	0.0	
executing	0.0	0.005868860272391637	0.0	0.0	
executioner	0.0	0.0	0.0045369390578912	0.0	
executive	0.0	0.029344301361958185	0.0	0.0	
exh	0.0	0.0	0.0045369390578912	0.0	
exhaustion	0.0	0.0	0.0045369390578912	0.0	
existed	0.0	0.0	0.0045369390578912	0.0	
exits	0.0	0.005868860272391637	0.0	0.0	
expect	0.0	0.0029344301361958185	0.006805408586836799	0.0	
expecting	0.0	0.0	0.0045369390578912	0.0	
expenses	0.0	0.0	0.0045369390578912	0.0	
expensive	0.0	0.0	0.0090738781157824	0.0	
experiencing	0.0	0.0	0.0045369390578912	0.0	
expired	0.0	0.0	0.0045369390578912	0.0	
explain	0.0	0.0	0.0045369390578912	0.0	
explains	0.0	0.0	0.0090738781157824	0.0	
explode	0.0	0.0	0.0045369390578912	0.0	
explosions	0.0	0.0	0.0045369390578912	0.0	
exposed	0.0	0.0	0.0045369390578912	0.0	
extend	0.0	0.0	0.0045369390578912	0.0	
extensions	0.0	0.0	0.0090738781157824	0.0	
extra	0.0	0.005868860272391637	0.006805408586836799	0.0	
eye	0.0	0.005868860272391637	0.0181477562315648	0.0	
eyes	0.008262760583096614	0.007307391273211136	0.010356499125322221	0.0	
eyesight	0.0	0.0	0.0090738781157824	0.0	
fabulous	0.0	0.0	0.0045369390578912	0.0	
face	0.0	0.0	0.04990632963680319	0.0	
facebook	0.008262760583096614	0.0012178985455351893	0.002824499761451515	0.0	
facelicking	0.0	0.0	0.0045369390578912	0.0	
faceliftso	0.0	0.0	0.0045369390578912	0.0	
facial	0.0	0.0	0.0045369390578912	0.0	
facing	0.0	0.0	0.0045369390578912	0.0	
fact	0.0	0.0	0.0090738781157824	0.0	
factor	0.0	0.0	0.0045369390578912	0.0	
facts	0.0	0.0	0.0090738781157824	0.0	
fade	0.0	0.0	0.0045369390578912	0.0	
fades	0.0	0.0	0.0045369390578912	0.0	
fail	0.0	0.0	0.0045369390578912	0.0	
fair	0.0	0.005868860272391637	0.0	0.0	
fairly	0.019908467541978087	0.008803290408587456	0.0	0.0	
fairy	0.0	0.0	0.0045369390578912	0.0	
fakingit	0.0	0.0	0.0045369390578912	0.0	
falconkc	0.0	0.0	0.0045369390578912	0.0	
falenkdwb	0.0	0.005868860272391637	0.0	0.0	
fall	0.0	0.0	0.0362955124631296	0.0	
fallen	0.0	0.0	0.0045369390578912	0.0	
falling	0.0	0.0029344301361958185	0.011342347644728	0.0	
false	0.0	0.0	0.0045369390578912	0.0	
fame	0.0	0.0	0.0045369390578912	0.0	
family	0.0	0.0	0.1270342936209536	0.0	
familyfriends	0.0	0.0	0.0090738781157824	0.0	
famous	0.0	0.0029344301361958185	0.006805408586836799	0.0	
famousquotefeed	0.0	0.0	0.0045369390578912	0.0	
fan	0.0	0.0	0.0181477562315648	0.0	
fancies	0.0	0.005868860272391637	0.0	0.0	
fancy	0.0	0.0029344301361958185	0.0181477562315648	0.0	
fans	0.0	0.0	0.0181477562315648	0.0	
farenheit	0.0	0.0	0.0045369390578912	0.0	
farley	0.0	0.0	0.0045369390578912	0.0	
farsighted	0.0	0.0	0.0045369390578912	0.0	
fashion	0.0	0.0	0.045369390578912	0.0	
fast	0.0	0.0029344301361958185	0.0045369390578912	0.0	
fastest	0.0	0.0	0.0090738781157824	0.0	
fat	0.0	0.014672150680979093	0.006805408586836799	0.0	
fatal	0.0	0.0	0.013610817173673599	0.0	
fatale	0.0	0.0	0.0045369390578912	0.0	
fatales	0.0	0.0	0.0045369390578912	0.0	
fatcat	0.0	0.005868860272391637	0.0	0.0	
fatcatfluffeh	0.0	0.0	0.0045369390578912	0.0	
father	0.07963387016791235	0.0	0.0158792867026192	0.0	
fathers	0.03981693508395617	0.0	0.0	0.0	
fatherunknown	0.0	0.0	0.0045369390578912	0.0	
fatpig	0.0	0.0	0.0045369390578912	0.0	
fault	0.0	0.0	0.0045369390578912	0.0	
fav	0.0	0.0	0.0045369390578912	0.0	
favorite	0.008262760583096614	0.018268478183027837	0.006590499443386868	0.0	
favorites	0.0	0.0029344301361958185	0.0022684695289456	0.0	
favs	0.03981693508395617	0.0	0.0	0.0	
favshirt	0.0	0.0	0.0045369390578912	0.0	
fawns	0.0	0.0	0.0045369390578912	0.0	
fb	0.0	0.0	0.0045369390578912	0.0	
fbi	0.03981693508395617	0.0	0.0	0.0	
fcking	0.0	0.0	0.0045369390578912	0.0	
fearless	0.0	0.0	0.0045369390578912	0.0	
fears	0.0	0.005868860272391637	0.0	0.0	
feast	0.0	0.0	0.0317585734052384	0.0	
feasti	0.0	0.0	0.0045369390578912	0.0	
feather	0.0	0.005868860272391637	0.0	0.0	
featheronastick	0.0	0.011737720544783274	0.0	0.0	
feathers	0.019908467541978087	0.0	0.0022684695289456	0.0	
feathery	0.0	0.0	0.0045369390578912	0.0	
featured	0.03981693508395617	0.0	0.0	0.0	
feb	0.07963387016791235	0.0	0.0	0.0	
february	0.03981693508395617	0.0	0.0	0.0	
feed	0.0	0.0	0.0362955124631296	0.0	
feeds	0.0	0.0	0.013610817173673599	0.0	
feedsheltered	0.0	0.0	0.0045369390578912	0.0	
feel	0.0	0.011737720544783274	0.0317585734052384	0.0	
feeling	0.0	0.0	0.022684695289456	0.0	
feelingim	0.0	0.0	0.0045369390578912	0.0	
feelings	0.0	0.005868860272391637	0.0	0.0	
feels	0.0	0.011737720544783274	0.011342347644728	0.0	
feet	0.008262760583096614	0.0024357970910703786	0.0018829998409676766	0.0	
feewaived	0.0	0.0	0.0045369390578912	0.0	
feline	0.0	0.0	0.040832451521020795	0.0	
felinefriday	0.03981693508395617	0.0	0.0	0.0	
felinerescueinc	0.0	0.005868860272391637	0.0	0.0	
felines	0.019908467541978087	0.0	0.013610817173673599	0.0	
felix	0.0	0.0	0.0045369390578912	0.0	
fell	0.019908467541978087	0.0029344301361958185	0.0	0.0	
fellahs	0.0	0.0	0.0045369390578912	0.0	
fellers	0.0	0.0	0.0045369390578912	0.0	
fellow	0.0	0.0029344301361958185	0.011342347644728	0.0	
felt	0.0	0.01760658081717491	0.0	0.0	
female	0.0	0.0	0.013610817173673599	0.0	
femme	0.0	0.0	0.0090738781157824	0.0	
fence	0.0	0.0	0.022684695289456	0.0	
feral	0.0	0.0	0.0045369390578912	0.0	
ferocious	0.0	0.0	0.0045369390578912	0.0	
ferry	0.0	0.0	0.0090738781157824	0.0	
festival	0.0	0.0	0.0090738781157824	0.0	
feud	0.0	0.0	0.0045369390578912	0.0	
fever	0.0	0.0	0.0045369390578912	0.0	
feveror	0.0	0.0	0.0045369390578912	0.0	
feverthis	0.0	0.0	0.0045369390578912	0.0	
field	0.0	0.0	0.0090738781157824	0.0	
fifa	0.0	0.0	0.0045369390578912	0.0	
fighting	0.0	0.0	0.0090738781157824	0.0	
fightingthose	0.0	0.0	0.0045369390578912	0.0	
figure	0.019908467541978087	0.0	0.0045369390578912	0.0	
figured	0.0	0.01760658081717491	0.0	0.0	
fill	0.0	0.008803290408587456	0.0045369390578912	0.0	
filled	0.03981693508395617	0.0	0.0022684695289456	0.0	
film	0.0	0.0	0.0317585734052384	0.0	
filmnoirblonde	0.0	0.0	0.0045369390578912	0.0	
films	0.0	0.0	0.0045369390578912	0.0	
final	0.0	0.005868860272391637	0.0	0.0	
finalists	0.0	0.0	0.0045369390578912	0.0	
finally	0.0	0.0029344301361958185	0.022684695289456	0.0	
finallyits	0.0	0.0	0.0045369390578912	0.0	
financial	0.0	0.0	0.0045369390578912	0.0	
