	TorontoStar	only1nabil	AcadieSon	AndreasKalo	
feet	6.249574733579465E-4	0.0021967554436167895	0.0	9.75254931603928E-4	
fein	0.0010038570401371013	0.0	0.0	0.0	
felina	0.0	0.0052929083454719235	0.0	0.0	
fell	2.0831915778598217E-4	0.0010983777218083947	0.003055290479248464	0.0	
fellow	2.0831915778598217E-4	0.0	0.003055290479248464	0.001950509863207856	
felons	0.0	0.0	0.014722961103790582	0.0	
felony	0.0	0.0	0.022084441655685873	0.0	
felt	0.0015057855602056518	0.0052929083454719235	0.0	0.0	
female	0.0	0.0	0.0	0.0	
females	0.0010038570401371013	0.0	0.0	0.0	
femininity	0.0010038570401371013	0.0	0.0	0.0	
feminism	0.0010038570401371013	0.0	0.0	0.0	
feminist	0.0030115711204113035	0.0	0.0	0.0	
fencer	0.0010038570401371013	0.0	0.0	0.0	
fencers	0.0	0.0052929083454719235	0.0	0.0	
fends	0.0010038570401371013	0.0	0.0	0.0	
feral	0.0020077140802742025	0.0	0.0	0.0	
ferarri	0.0	0.0	0.0	0.004699599112362139	
ferdi	0.0	0.0052929083454719235	0.0	0.0	
ferguson	0.0	0.04234326676377539	0.0	0.0	
fergusondecision	0.0	0.0052929083454719235	0.0	0.0	
ferocious	0.0010038570401371013	0.0	0.0	0.0	
ferrari	0.0020077140802742025	0.0	0.0	0.009399198224724278	
ferreira	0.0010038570401371013	0.0	0.0	0.0	
ferry	0.0020077140802742025	0.0	0.0	0.0	
feschuk	0.010038570401371013	0.0	0.0	0.0	
fest	0.0	0.007939362518207885	0.0	0.004699599112362139	
festival	0.001041595788929911	0.0	0.001527645239624232	0.007802039452831424	
festivals	0.0	0.0	0.0	0.018798396449448557	
festivities	0.0030115711204113035	0.0	0.0	0.0	
festooned	0.0010038570401371013	0.0	0.0	0.0	
feud	5.019285200685506E-4	0.0026464541727359617	0.0	0.0	
fever	0.0	0.0	0.0	0.004699599112362139	
fewer	0.0010038570401371013	0.0	0.0	0.0	
ffgq	0.0010038570401371013	0.0	0.0	0.0	
ffy	0.0010038570401371013	0.0	0.0	0.0	
fg	0.0020077140802742025	0.0026464541727359617	0.0	0.0	
fgkscd	0.0010038570401371013	0.0	0.0	0.0	
fgt	0.0010038570401371013	0.0	0.0	0.0	
fi	0.0020077140802742025	0.0	0.0	0.0	
fianna	0.0	0.0	0.014722961103790582	0.0	
fiasco	0.0	0.0026464541727359617	0.0	0.0023497995561810696	
fiber	0.0	0.010585816690943847	0.0	0.0	
fiction	0.0	0.0	0.0	0.004699599112362139	
ficxfv	0.0010038570401371013	0.0	0.0	0.0	
fiddler	0.0	0.0	0.007361480551895291	0.0	
fidelity	0.0	0.0	0.0	0.004699599112362139	
field	6.249574733579465E-4	0.003295133165425184	0.0	0.001950509863207856	
fielder	0.0020077140802742025	0.0	0.0	0.0	
fields	2.0831915778598217E-4	0.0010983777218083947	0.003055290479248464	0.0	
fiendbassy	0.0	0.0	0.0	0.004699599112362139	
fiennes	0.0010038570401371013	0.0	0.0	0.0	
fierce	5.019285200685506E-4	0.0	0.0036807402759476454	0.0	
fifa	2.0831915778598217E-4	0.006590266330850368	0.0	9.75254931603928E-4	
fifacom	0.0	0.0052929083454719235	0.0	0.0	
fifacorruption	0.0	0.0	0.0	0.004699599112362139	
fifteensecond	0.0	0.0	0.0	0.004699599112362139	
fifthestate	0.0	0.010585816690943847	0.0	0.0	
fifthtime	0.0020077140802742025	0.0	0.0	0.0	
fifty	5.019285200685506E-4	0.0	0.0036807402759476454	0.0	
fig	0.0	0.0	0.014722961103790582	0.0	
fight	0.0	0.0	0.0	0.0	
fightclub	0.0	0.0052929083454719235	0.0	0.0	
fighter	0.0	0.0	0.0	0.0	
fighters	0.0	0.0010983777218083947	0.001527645239624232	9.75254931603928E-4	
fighting	0.002499829893431786	0.0	0.0045829357188726955	0.001950509863207856	
fights	4.1663831557196433E-4	0.0	0.003055290479248464	9.75254931603928E-4	
figure	0.0	0.0	0.0	0.0	
figured	0.0	0.0052929083454719235	0.0	0.0	
figures	0.0010038570401371013	0.0	0.0	0.004699599112362139	
figuring	0.0	0.0052929083454719235	0.0	0.0	
figwye	0.0010038570401371013	0.0	0.0	0.0	
fii	0.0010038570401371013	0.0	0.0	0.0	
fiji	0.0015057855602056518	0.0	0.011042220827842937	0.0	
filaments	0.0	0.0	0.007361480551895291	0.0	
file	0.0010038570401371013	0.0	0.0036807402759476454	0.0	
filed	0.0	0.0021967554436167895	0.001527645239624232	9.75254931603928E-4	
files	0.0	0.0	0.0	0.0	
filing	0.0	0.0052929083454719235	0.0	0.0	
filip	0.0010038570401371013	0.0	0.0	0.0	
fill	0.0010038570401371013	0.0	0.007361480551895291	0.0	
filled	0.0	0.0026464541727359617	0.0036807402759476454	0.0	
fills	0.0	0.0	0.007361480551895291	0.0	
film	0.0	0.0	0.0	0.0	
filmed	2.0831915778598217E-4	0.0021967554436167895	0.001527645239624232	0.0	
filming	0.0	0.0052929083454719235	0.0	0.0	
filmlecturer	0.0	0.0	0.014722961103790582	0.0	
filmmakers	0.0	0.0	0.0	0.004699599112362139	
films	0.0	0.0026464541727359617	0.0036807402759476454	0.0	
filmsforaction	0.0	0.0052929083454719235	0.0	0.0	
filmtv	0.0010038570401371013	0.0	0.0	0.0	
fin	0.0010038570401371013	0.0	0.0	0.0	
final	0.0	0.0	0.0	0.0	
finale	0.0010038570401371013	0.007939362518207885	0.0	0.0	
finalists	0.0010038570401371013	0.0	0.0	0.0	
finalizing	0.0	0.0052929083454719235	0.0	0.0	
finally	0.0	0.0	0.0	0.0	
finals	0.0	0.068807808491135	0.0	0.0	
finance	0.0030115711204113035	0.0	0.0	0.0	
finances	5.019285200685506E-4	0.0	0.0036807402759476454	0.0	
financial	0.0	0.0026464541727359617	0.029445922207581163	0.0	
financially	0.0010038570401371013	0.0	0.0	0.0	
financialpost	0.0	0.0	0.0	0.014098797337086418	
financialreview	0.0	0.0052929083454719235	0.0	0.0	
financiers	0.0	0.0	0.022084441655685873	0.0	
financing	0.0	0.0	0.007361480551895291	0.0	
finch	0.0010038570401371013	0.0	0.0	0.0	
fincher	0.0	0.0052929083454719235	0.0	0.0	
find	0.0	0.0	0.0	0.0	
finding	0.0	0.010585816690943847	0.0	0.0	
findings	0.0010038570401371013	0.0	0.0036807402759476454	0.0	
finds	0.0	0.0	0.0	0.0	
fine	0.0	0.0	0.0	0.0	
fined	0.0015057855602056518	0.0	0.0	0.0023497995561810696	
fines	2.0831915778598217E-4	0.0	0.003055290479248464	0.0029257647948117836	
finge	0.0010038570401371013	0.0	0.0	0.0	
finger	0.0	0.0052929083454719235	0.0036807402759476454	0.0	
fingerprint	0.0	0.0052929083454719235	0.0	0.0	
fingers	0.0	0.0	0.0	0.004699599112362139	
finish	0.0	0.018525179209151733	0.0036807402759476454	0.0	
finished	0.0	0.03705035841830347	0.0	0.0	
finishes	0.0	0.0	0.007361480551895291	0.0	
finlands	0.0	0.0	0.007361480551895291	0.0	
finns	0.0020077140802742025	0.0	0.0	0.0	
fiorito	0.0020077140802742025	0.0	0.0	0.0023497995561810696	
fire	0.0	0.0	0.0	0.0	
firearm	0.0	0.0	0.0	0.009399198224724278	
firearms	0.0010038570401371013	0.0	0.0	0.0	
firechat	0.0	0.0052929083454719235	0.0	0.0	
fired	6.249574733579465E-4	0.003295133165425184	0.0	0.001950509863207856	
firefighter	5.019285200685506E-4	0.0	0.0036807402759476454	0.0	
firefighters	0.0010038570401371013	0.0026464541727359617	0.0	0.0	
fireplace	0.0	0.010585816690943847	0.0	0.0	
fires	0.0015057855602056518	0.0	0.007361480551895291	0.0	
fireworks	0.0	0.0052929083454719235	0.0	0.0	
firm	4.1663831557196433E-4	0.0	0.001527645239624232	0.001950509863207856	
firms	0.0	0.0010983777218083947	0.001527645239624232	0.001950509863207856	
firstdegree	0.0020077140802742025	0.0	0.0	0.0	
firstever	0.0	0.0052929083454719235	0.0	0.0	
firstgame	0.0030115711204113035	0.0	0.0	0.0	
firstplace	0.0	0.0052929083454719235	0.0	0.0	
firstresponders	0.0020077140802742025	0.0	0.0	0.0	
fiscal	0.0020077140802742025	0.0	0.0	0.0	
fish	0.0025096426003427532	0.0	0.014722961103790582	0.0	
fisher	0.0	0.010585816690943847	0.0	0.0	
fisherman	0.0020077140802742025	0.0	0.0	0.0	
fishermen	0.0010038570401371013	0.0	0.0	0.0	
fishes	0.0	0.0	0.007361480551895291	0.0	
fishing	5.019285200685506E-4	0.0	0.0036807402759476454	0.0	
fisker	0.0	0.0	0.0	0.004699599112362139	
fist	0.0	0.010585816690943847	0.0	0.0	
fit	0.0	0.010585816690943847	0.0	0.0	
fitbblw	0.0010038570401371013	0.0	0.0	0.0	
fitch	0.0	0.0052929083454719235	0.0	0.0	
fitness	0.0010038570401371013	0.02911099590009558	0.0	0.0	
fits	0.0030115711204113035	0.0	0.0	0.0	
fitted	0.0	0.0	0.0	0.004699599112362139	
fivefinger	0.0	0.0052929083454719235	0.0	0.0	
fixation	0.0	0.0052929083454719235	0.0	0.0	
fixe	0.0010038570401371013	0.0	0.0	0.0	
fixed	0.0	0.0052929083454719235	0.0	0.0	
fixer	0.0020077140802742025	0.0	0.0	0.0	
fixes	0.0	0.0	0.007361480551895291	0.0	
fixing	0.0010038570401371013	0.0	0.0	0.0	
fiz	0.0010038570401371013	0.0	0.0	0.0	
fizzy	0.0	0.0	0.0	0.004699599112362139	
fjba	0.0010038570401371013	0.0	0.0	0.0	
fjg	0.0010038570401371013	0.0	0.0	0.0	
fjgvi	0.0010038570401371013	0.0	0.0	0.0	
fkg	0.0	0.0	0.007361480551895291	0.0	
fkmw	0.0010038570401371013	0.0	0.0	0.0	
fks	0.0010038570401371013	0.0	0.0	0.0	
fl	0.0	0.0	0.007361480551895291	0.0	
flag	5.019285200685506E-4	0.0	0.029445922207581163	0.0	
flags	0.001041595788929911	0.0010983777218083947	0.001527645239624232	0.0	
flagship	0.0020077140802742025	0.0	0.0	0.0	
flame	5.019285200685506E-4	0.0026464541727359617	0.0	0.0	
flames	0.0	0.0	0.014722961103790582	0.0	
flaming	0.0	0.0	0.0	0.004699599112362139	
flan	0.0	0.0	0.0	0.014098797337086418	
flares	0.0	0.0	0.007361480551895291	0.0	
flash	5.019285200685506E-4	0.007939362518207885	0.0	0.0	
flashback	0.0	0.0052929083454719235	0.0	0.0	
flat	0.0	0.0026464541727359617	0.0036807402759476454	0.0	
flatbush	0.0	0.0	0.0	0.004699599112362139	
flawed	5.019285200685506E-4	0.0	0.0	0.004699599112362139	
flawless	0.0	0.0052929083454719235	0.0	0.0	
flaws	0.0010038570401371013	0.0	0.0	0.0	
flee	0.0	0.0052929083454719235	0.0	0.0	
fleeing	5.019285200685506E-4	0.0	0.0036807402759476454	0.0	
fleek	0.0	0.0052929083454719235	0.0	0.0	
fleeting	0.0	0.0	0.007361480551895291	0.0	
fleets	0.0	0.0	0.007361480551895291	0.0	
flemingdon	0.0010038570401371013	0.0	0.0	0.0	
flesh	0.0	0.0	0.014722961103790582	0.0	
flexible	0.0	0.010585816690943847	0.0	0.0	
flextime	0.0	0.0052929083454719235	0.0	0.0	
flies	0.0	0.0	0.007361480551895291	0.0	
flight	0.0018748724200738395	0.006590266330850368	0.003055290479248464	0.0	
flightmh	0.0	0.0052929083454719235	0.0	0.0	
flights	0.0	0.0	0.0	0.0	
flint	2.0831915778598217E-4	0.0	0.025969969073611942	9.75254931603928E-4	
flintcrisis	0.0010038570401371013	0.0	0.0	0.0	
flintjournal	0.0	0.0	0.007361480551895291	0.0	
flints	0.0	0.0	0.007361480551895291	0.0	
flintwater	0.0	0.0	0.007361480551895291	0.0	
flip	0.0	0.0	0.0	0.004699599112362139	
flipflopping	0.0010038570401371013	0.0	0.0	0.0	
flipped	0.0	0.0	0.007361480551895291	0.0023497995561810696	
flips	0.0	0.0	0.007361480551895291	0.0	
flo	0.0010038570401371013	0.0	0.0	0.0	
floating	0.0	0.0	0.0	0.004699599112362139	
flock	0.0	0.0	0.007361480551895291	0.0	
flood	2.0831915778598217E-4	0.0010983777218083947	0.001527645239624232	0.0	
flooded	0.0	0.0052929083454719235	0.0	0.0	
floodgate	0.0	0.0	0.007361480551895291	0.0	
floodgates	0.0	0.0	0.007361480551895291	0.0	
flooding	5.019285200685506E-4	0.0	0.0036807402759476454	0.0	
floods	0.0	0.0	0.007361480551895291	0.0	
floor	0.0	0.0	0.022084441655685873	0.0	
floors	0.0	0.0052929083454719235	0.0	0.0	
flop	0.0	0.0052929083454719235	0.0	0.0	
flopped	0.0	0.0052929083454719235	0.0	0.0	
flopping	0.0	0.010585816690943847	0.0	0.0	
florence	0.0	0.0	0.0	0.004699599112362139	
flores	0.0	0.0	0.007361480551895291	0.0	
florida	0.0014582341045018751	0.004393510887233579	0.0045829357188726955	0.0	
flotilla	0.0	0.0	0.007361480551895291	0.0	
flotus	5.019285200685506E-4	0.0	0.0036807402759476454	0.0	
flow	2.0831915778598217E-4	0.0	0.006110580958496928	0.001950509863207856	
flowing	0.0	0.0052929083454719235	0.0	0.0	
floyd	0.0010038570401371013	0.0	0.0036807402759476454	0.0	
floydmayweather	0.0	0.0052929083454719235	0.0	0.0	
flu	0.0	0.0	0.007361480551895291	0.0	
fluke	0.0	0.010585816690943847	0.0	0.0	
fluoridated	0.0	0.0	0.007361480551895291	0.0	
fluoridation	0.0	0.0	0.014722961103790582	0.0	
fluoride	0.0	0.0	0.1545910915898011	0.0	
fluorides	0.0	0.0	0.014722961103790582	0.0	
flurry	0.0010038570401371013	0.0	0.0	0.0	
flushed	0.0	0.0	0.007361480551895291	0.0	
flushes	0.0010038570401371013	0.0	0.0	0.0	
flushing	0.0	0.0	0.014722961103790582	0.0	
flute	0.0	0.0	0.0	0.004699599112362139	
fly	4.1663831557196433E-4	0.004393510887233579	0.003055290479248464	0.0	
flydubai	0.0020077140802742025	0.0	0.0	0.0	
flyers	0.0010038570401371013	0.0	0.0	0.0	
flyerss	0.0010038570401371013	0.0	0.0	0.0	
flying	0.0	0.004393510887233579	0.001527645239624232	0.0029257647948117836	
fm	0.0	0.0	0.014722961103790582	0.009399198224724278	
fmavwaz	0.0010038570401371013	0.0	0.0	0.0	
fmbihp	0.0010038570401371013	0.0	0.0	0.0	
fmc	0.0	0.0	0.0	0.004699599112362139	
fmv	0.0010038570401371013	0.0	0.0	0.0	
fn	0.0010038570401371013	0.0	0.0	0.0	
fnjt	0.0010038570401371013	0.0	0.0	0.0	
fo	0.0010038570401371013	0.0	0.0	0.0	
fobgpb	0.0010038570401371013	0.0	0.0	0.0	
focus	0.001249914946715893	0.0	0.003055290479248464	0.0029257647948117836	
focused	0.0010038570401371013	0.0	0.0	0.0	
focuses	0.0	0.0	0.007361480551895291	0.0023497995561810696	
focusing	0.0010038570401371013	0.0	0.0	0.0	
fof	0.0010038570401371013	0.0	0.0	0.0	
fogg	0.0	0.0	0.007361480551895291	0.0	
foggy	0.0010038570401371013	0.0	0.0	0.0	
fogle	0.0010038570401371013	0.0	0.0	0.0023497995561810696	
foiaentines	0.0	0.0	0.007361480551895291	0.0	
folded	0.0	0.0	0.0	0.004699599112362139	
foleys	0.0	0.0052929083454719235	0.0	0.0	
folie	0.0	0.0	0.014722961103790582	0.0	
folios	0.0020077140802742025	0.0	0.0	0.0	
folk	0.0	0.0	0.0	0.004699599112362139	
folks	0.0	0.0	0.0	0.0	
folksspend	0.0	0.0052929083454719235	0.0	0.0	
follow	0.0	0.0	0.0	0.0	
followers	0.0	0.0052929083454719235	0.007361480551895291	0.0	
foo	0.0	0.0052929083454719235	0.0	0.0	
food	0.0	0.0	0.0	0.0	
foodbanks	0.0	0.0	0.007361480551895291	0.0	
foodie	0.0	0.01587872503641577	0.0	0.0023497995561810696	
foodiesfind	0.0010038570401371013	0.0	0.0	0.0	
foods	5.019285200685506E-4	0.0	0.0036807402759476454	0.0	
fool	0.0	0.007939362518207885	0.014722961103790582	0.0	
fooled	0.0	0.010585816690943847	0.0	0.0	
foolish	0.0	0.0	0.0	0.004699599112362139	
fools	0.0	0.0	0.014722961103790582	0.0	
foot	0.0010038570401371013	0.0	0.0036807402759476454	0.0	
footage	0.0	0.03175745007283154	0.007361480551895291	0.0	
football	0.001249914946715893	0.005491888609041973	0.0	9.75254931603928E-4	
footer	0.0	0.0052929083454719235	0.0	0.0	
footwear	0.0020077140802742025	0.0	0.0	0.0	
foray	0.0020077140802742025	0.0	0.0	0.0	
forbes	0.0	0.017574043548934316	0.001527645239624232	0.001950509863207856	
forbidden	0.0010038570401371013	0.0	0.0	0.0	
force	8.332766311439287E-4	0.0021967554436167895	0.0045829357188726955	0.0	
forced	0.0	0.0	0.0	0.0	
forceful	0.0010038570401371013	0.0	0.0	0.0	
forces	0.0018748724200738395	0.0	0.001527645239624232	0.001950509863207856	
forcillo	0.0	0.0	0.0	0.023497995561810696	
forcing	0.0	0.0026464541727359617	0.0036807402759476454	0.0	
ford	0.0	0.0	0.0	0.0	
fordiscussions	0.0	0.0	0.0	0.004699599112362139	
fords	2.0831915778598217E-4	0.0	0.001527645239624232	0.0029257647948117836	
fore	0.0010038570401371013	0.0	0.0	0.0	
forecast	8.332766311439287E-4	0.0010983777218083947	0.001527645239624232	0.0	
forecasts	0.0010038570401371013	0.0	0.0	0.0	
forehead	0.0010038570401371013	0.0	0.0	0.0	
foreign	6.249574733579465E-4	0.0010983777218083947	0.006110580958496928	0.0	
forensics	0.0020077140802742025	0.0	0.0	0.0	
foreplay	0.0	0.0	0.007361480551895291	0.0	
foresaw	0.0010038570401371013	0.0	0.0	0.0	
forest	0.0	0.004393510887233579	0.003055290479248464	0.001950509863207856	
forestry	0.0	0.0052929083454719235	0.0	0.0	
forever	4.1663831557196433E-4	0.010983777218083947	0.012221161916993855	0.0	
forfeiture	0.0	0.0	0.007361480551895291	0.0	
forget	0.0	0.0	0.0	0.0	
forgetful	0.0	0.0052929083454719235	0.0	0.0	
forgetfulness	0.0	0.010585816690943847	0.0	0.0	
forgeting	0.0	0.0	0.007361480551895291	0.0	
forgive	0.0	0.0	0.0036807402759476454	0.004699599112362139	
forgiveness	0.0	0.0	0.0	0.004699599112362139	
forgives	0.0	0.0052929083454719235	0.0	0.0	
forgot	5.019285200685506E-4	0.0026464541727359617	0.0	0.0	
forgotten	0.0015057855602056518	0.0	0.0	0.0023497995561810696	
fork	0.0	0.0052929083454719235	0.0	0.0	
forks	0.0	0.0052929083454719235	0.0	0.0	
form	6.249574733579465E-4	0.0	0.006110580958496928	0.0029257647948117836	
format	0.0	0.01587872503641577	0.0	0.0	
formidable	0.0010038570401371013	0.0	0.0	0.0	
forms	5.019285200685506E-4	0.0	0.0036807402759476454	0.0	
formula	0.0010038570401371013	0.0	0.0	0.009399198224724278	
forpay	0.0	0.0	0.0	0.004699599112362139	
forprofit	0.0	0.0	0.0	0.004699599112362139	
forsberg	0.0010038570401371013	0.0	0.0	0.0	
forster	0.0010038570401371013	0.0	0.0	0.0	
fort	0.0	0.0	0.0	0.004699599112362139	
fortune	6.249574733579465E-4	0.0010983777218083947	0.0	0.001950509863207856	
fortunes	0.0	0.010585816690943847	0.0	0.0	
fortunetelling	0.0020077140802742025	0.0	0.0	0.0	
forty	5.019285200685506E-4	0.0026464541727359617	0.0	0.0	
forum	6.249574733579465E-4	0.0010983777218083947	0.001527645239624232	0.0	
forums	0.0	0.0	0.0	0.004699599112362139	
forward	0.0	0.0	0.0	0.0	
fossey	0.0	0.0052929083454719235	0.0	0.0	
fossil	0.0	0.007939362518207885	0.011042220827842937	0.0	
fossils	0.0	0.0052929083454719235	0.0	0.0	
fought	6.249574733579465E-4	0.0	0.001527645239624232	9.75254931603928E-4	
foul	5.019285200685506E-4	0.0026464541727359617	0.0	0.0	
fouling	0.0	0.0052929083454719235	0.0	0.0	
foulmouthed	0.0	0.0052929083454719235	0.0	0.0	
foun	0.0010038570401371013	0.0	0.0	0.0	
foundation	0.0	0.0010983777218083947	0.003055290479248464	9.75254931603928E-4	
founder	0.0	0.0052929083454719235	0.0	0.009399198224724278	
fountain	0.0010038570401371013	0.0	0.0	0.0	
fourclawed	0.0020077140802742025	0.0	0.0	0.0	
fourhour	0.0020077140802742025	0.0	0.0	0.0	
fourmonthold	0.0020077140802742025	0.0	0.0	0.0	
fourth	0.0010038570401371013	0.0	0.0	0.0	
fouseytube	0.0	0.0052929083454719235	0.0	0.0	
fox	6.249574733579465E-4	0.0010983777218083947	0.010693516677369622	0.0	
foxewise	0.0	0.0	0.014722961103790582	0.0	
foxified	0.0	0.0	0.007361480551895291	0.0	
foxnews	0.0	0.010585816690943847	0.0	0.0	
foxologically	0.0	0.0	0.007361480551895291	0.0	
foxshit	0.0	0.0	0.007361480551895291	0.0	
foxtv	0.0	0.0026464541727359617	0.0	0.0023497995561810696	
fp	0.0010038570401371013	0.0	0.0	0.0	
fq	0.0010038570401371013	0.0	0.0	0.0	
fqaiouw	0.0010038570401371013	0.0	0.0	0.0	
fr	5.019285200685506E-4	0.0	0.0036807402759476454	0.0	
frack	0.0	0.0	0.007361480551895291	0.0	
fracked	0.0	0.0	0.014722961103790582	0.0	
frackfucker	0.0	0.0	0.007361480551895291	0.0	
fracking	0.0	0.0	0.014722961103790582	0.0	
fractions	0.0	0.0	0.0	0.004699599112362139	
frags	0.0	0.0	0.007361480551895291	0.0	
frame	0.0	0.0	0.007361480551895291	0.0	
framed	0.0	0.0052929083454719235	0.0	0.0	
framework	0.0	0.0	0.0	0.004699599112362139	
fran	0.0	0.01587872503641577	0.0	0.0	
france	0.0018748724200738395	0.0021967554436167895	0.010693516677369622	0.0	
francescoyates	0.0	0.0	0.0	0.004699599112362139	
franchise	0.0	0.010585816690943847	0.0	0.0	
francis	0.001041595788929911	0.0010983777218083947	0.001527645239624232	0.0	
francisco	0.0	0.0026464541727359617	0.0036807402759476454	0.0	
francophones	0.0	0.0	0.007361480551895291	0.0	
frank	2.0831915778598217E-4	0.004393510887233579	0.0	9.75254931603928E-4	
frankenstein	0.0010038570401371013	0.0	0.0	0.0	
frankl	0.0	0.0	0.007361480551895291	0.0	
frankly	0.0	0.0	0.0	0.004699599112362139	
frans	0.0	0.0052929083454719235	0.0	0.0	
franti	0.0	0.0	0.007361480551895291	0.0	
fraternity	0.0	0.0	0.0036807402759476454	0.0023497995561810696	
fraud	0.0016665532622878573	0.0	0.0045829357188726955	0.0029257647948117836	
frauds	0.0	0.0	0.007361480551895291	0.0	
fraudulent	0.0020077140802742025	0.0	0.0	0.0	
frauke	0.0010038570401371013	0.0	0.0	0.0	
frays	0.0	0.0	0.0	0.004699599112362139	
fre	0.0010038570401371013	0.0	0.0	0.0	
freak	0.0	0.0052929083454719235	0.0	0.0	
freakishly	0.0	0.0052929083454719235	0.0	0.0	
freaks	0.0	0.010585816690943847	0.0	0.0	
fred	0.0010038570401371013	0.0	0.0	0.0023497995561810696	
freddie	0.0	0.0	0.0	0.009399198224724278	
free	0.0	0.0	0.0	0.0	
freed	0.0	0.0026464541727359617	0.0036807402759476454	0.0	
freedom	0.0	0.0	0.0	0.0	
freeing	0.0	0.0	0.007361480551895291	0.0	
freemediahub	0.0	0.0	0.014722961103790582	0.0	
freenickdiaz	0.0	0.0	0.0	0.004699599112362139	
freerotoadvice	0.0	0.010585816690943847	0.0	0.0	
freerun	0.0	0.0052929083454719235	0.0	0.0	
frees	0.0010038570401371013	0.0	0.0	0.0	
freespending	0.0010038570401371013	0.0	0.0	0.0	
freest	0.0	0.0	0.0	0.004699599112362139	
freethrow	0.0010038570401371013	0.0	0.0	0.0	
freewheeling	0.0010038570401371013	0.0	0.0	0.0	
freeze	5.019285200685506E-4	0.0	0.011042220827842937	0.0	
freezing	0.0	0.0052929083454719235	0.0	0.0	
french	0.0	0.0	0.0	0.0	
frenchamerican	0.0	0.0	0.007361480551895291	0.0	
frenchs	0.0010038570401371013	0.0	0.0	0.0	
frenchsketchup	0.0050192852006855065	0.0	0.0	0.0	
frequency	0.0	0.0052929083454719235	0.0	0.0	
frequently	0.0	0.0026464541727359617	0.0	0.0023497995561810696	
fresco	0.0	0.0	0.0	0.014098797337086418	
fresh	0.0014582341045018751	0.003295133165425184	0.003055290479248464	0.0	
freshh	0.0	0.0	0.0	0.004699599112362139	
freshly	0.0	0.0	0.007361480551895291	0.0	
freshprince	0.0	0.0026464541727359617	0.0	0.0023497995561810696	
fret	0.0010038570401371013	0.0	0.0	0.0	
frets	0.0010038570401371013	0.0	0.0	0.0	
frgshpouh	0.0010038570401371013	0.0	0.0	0.0	
fri	0.0	0.010585816690943847	0.0	0.0	
friday	0.004583021471291608	0.005491888609041973	0.0	0.001950509863207856	
fridayfeeling	0.0010038570401371013	0.0	0.0	0.0	
fridayreads	0.0020077140802742025	0.0	0.0	0.0	
fridays	0.0020077140802742025	0.0052929083454719235	0.0	0.0	
fried	5.019285200685506E-4	0.0	0.0036807402759476454	0.0	
friend	0.0	0.0	0.0	0.0	
friendly	5.019285200685506E-4	0.0	0.0036807402759476454	0.0	
friends	0.0	0.0	0.0	0.0	
friendship	0.0	0.0052929083454719235	0.0	0.0	
fries	0.0010038570401371013	0.0	0.0	0.0	
frigate	0.0010038570401371013	0.0	0.0	0.0	
frighten	0.0010038570401371013	0.0	0.0	0.0	
frightened	0.0	0.0	0.014722961103790582	0.0	
frightening	0.0	0.0	0.029445922207581163	0.0	
fringe	0.0	0.0	0.0	0.009399198224724278	
frito	0.0010038570401371013	0.0	0.0	0.0	
frittata	0.0020077140802742025	0.0	0.0	0.0	
frknrk	0.0010038570401371013	0.0	0.0	0.0	
frogs	0.0	0.0052929083454719235	0.0	0.0	
front	0.0	0.0	0.0	0.0	
frontier	0.0010038570401371013	0.0	0.0	0.0	
frontline	0.0	0.0	0.007361480551895291	0.0	
frontman	0.0	0.0	0.0	0.004699599112362139	
frontmans	0.0	0.0	0.0	0.004699599112362139	
frontnow	0.0	0.0	0.007361480551895291	0.0	
frontpage	0.0070269992809597085	0.0	0.0	0.0	
frontso	0.0	0.0052929083454719235	0.0	0.0	
frozen	0.0010038570401371013	0.0	0.0036807402759476454	0.0	
frugal	0.0010038570401371013	0.0	0.0	0.0	
fruit	0.0	0.0	0.022084441655685873	0.0	
fruits	0.0010038570401371013	0.0	0.0	0.0	
frustrating	5.019285200685506E-4	0.0026464541727359617	0.0	0.0	
frustration	0.0010038570401371013	0.0	0.0	0.0023497995561810696	
fs	0.0010038570401371013	0.0	0.0	0.0	
fsu	0.0	0.0052929083454719235	0.0	0.0	
ft	0.0	0.0	0.0	0.0	
ftcu	0.0010038570401371013	0.0	0.0	0.0	
fts	0.0	0.010585816690943847	0.0	0.0	
ftuq	0.0010038570401371013	0.0	0.0	0.0	
ftw	0.0	0.0	0.0	0.004699599112362139	
fu	0.0020077140802742025	0.0	0.0	0.0	
fuck	0.0	0.0	0.01840370137973823	0.0023497995561810696	
fucking	0.0	0.0	0.014722961103790582	0.0	
fucks	0.0	0.0	0.007361480551895291	0.0	
fuel	0.0	0.0	0.05153036386326704	0.0	
fuels	0.0010038570401371013	0.0	0.0	0.0	
fugeela	0.0	0.0	0.0	0.004699599112362139	
fugees	0.0	0.0	0.0	0.004699599112362139	
fugitive	5.019285200685506E-4	0.0	0.0036807402759476454	0.0	
fugitives	0.0	0.0052929083454719235	0.0	0.0	
fuhrer	0.0	0.0	0.007361480551895291	0.0	
fuku	0.0	0.0	0.014722961103790582	0.0	
fukushima	0.0	0.0	0.06625332496705762	0.0	
fulcrums	0.0	0.0052929083454719235	0.0	0.0	
full	0.0	0.0	0.0	0.0	
fullcomment	0.0	0.0	0.0	0.028197594674172835	
fullerhouse	0.0010038570401371013	0.0	0.0	0.0	
fulllength	0.0	0.0052929083454719235	0.0	0.0	
